Cycle	time(h)	Alpha_mass	Alpha_fa_mass	heat(kJ/kg_solid)	Temperature(C)	Gsratio	Wno(g/g)	Wni(g/g)	ChemShrink(mL/g)	pH	Conductivity(S/m)	[Na+](M)	[K+](M)	[Ca++](M)	[SO4--](M)	{K+}	{Ca++}	{OH-}	{SO4--}	Vfpore	Poreconnx	Poreconny	Poreconnz	Poreconnave	Solidconnx	Solidconny	Solidconnz	Solidconnave	VfC3S	VfC2S	VfC3A	VfOC3A	VfC4AF	VfK2SO4	VfNA2SO4	VfGYPSUM	VfHEMIHYD	VfANHYDRITE	VfCACO3	VfFREELIME	VfSFUME	VfINERT	VfSLAG	VfASG	VfCAS2	VfAMSIL	VfCH	VfCSH	VfPOZZCSH	VfSLAGCSH	VfC3AH6	VfETTR	VfAFM	VfFH3	VfCACL2	VfFRIEDEL	VfSTRAT	VfGYPSUMS	VfABSGYP	VfAFMC	VfINERTAGG	VfEMPTYP
0	0.0000	-0.0000	0.0000	0.0000	25.0000	0.0000	0.0000	0.0000	0.00000	12.8774	3.1370	0.0511	0.1344	0.0117	0.0504	0.6364	0.1494	0.6979	0.2995	0.5533	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2021	0.0439	0.0308	0.0000	0.0187	0.0000	0.0000	0.0029	0.0036	0.0000	0.0446	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
1	0.0003	0.0001	0.0000	0.1049	25.0000	0.0002	0.0000	0.0000	-0.00000	12.8770	3.1339	0.0511	0.1344	0.0119	0.0506	0.6335	0.1464	0.6961	0.2978	0.5532	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2020	0.0439	0.0308	0.0000	0.0187	0.0000	0.0000	0.0029	0.0036	0.0000	0.0446	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
2	0.0014	0.0003	0.0000	0.3021	25.0000	0.0004	0.0000	0.0000	-0.00001	12.8770	3.1342	0.0511	0.1345	0.0120	0.0506	0.6330	0.1459	0.6959	0.2975	0.5531	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2020	0.0439	0.0308	0.0000	0.0187	0.0000	0.0000	0.0029	0.0036	0.0000	0.0445	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
3	0.0031	0.0006	0.0000	0.4776	25.0000	0.0005	0.0001	0.0001	-0.00001	12.8771	3.1350	0.0511	0.1345	0.0120	0.0506	0.6329	0.1458	0.6958	0.2975	0.5531	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2019	0.0439	0.0308	0.0000	0.0187	0.0000	0.0000	0.0029	0.0036	0.0000	0.0445	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
4	0.0056	0.0008	0.0000	0.6857	25.0000	0.0007	0.0001	0.0001	-0.00002	12.8772	3.1360	0.0511	0.1346	0.0120	0.0507	0.6329	0.1457	0.6958	0.2974	0.5530	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2019	0.0439	0.0307	0.0000	0.0187	0.0000	0.0000	0.0029	0.0036	0.0000	0.0444	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
5	0.0087	0.0010	0.0000	0.8398	25.0000	0.0008	0.0001	0.0001	-0.00002	12.8773	3.1372	0.0512	0.1347	0.0120	0.0507	0.6328	0.1457	0.6957	0.2974	0.5530	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2018	0.0439	0.0307	0.0000	0.0187	0.0000	0.0000	0.0029	0.0036	0.0000	0.0444	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
6	0.0126	0.0012	0.0000	1.0113	25.0000	0.0010	0.0001	0.0001	-0.00003	12.8774	3.1385	0.0512	0.1348	0.0120	0.0507	0.6328	0.1457	0.6957	0.2974	0.5529	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2018	0.0439	0.0307	0.0000	0.0187	0.0000	0.0000	0.0029	0.0036	0.0000	0.0444	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
7	0.0171	0.0014	0.0000	1.1773	25.0000	0.0011	0.0001	0.0001	-0.00003	12.8776	3.1400	0.0512	0.1348	0.0120	0.0508	0.6327	0.1456	0.6957	0.2973	0.5528	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2018	0.0439	0.0307	0.0000	0.0187	0.0000	0.0000	0.0029	0.0036	0.0000	0.0443	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
8	0.0224	0.0017	0.0000	1.3382	25.0000	0.0013	0.0002	0.0002	-0.00004	12.8778	3.1416	0.0513	0.1350	0.0120	0.0508	0.6327	0.1455	0.6956	0.2973	0.5528	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2017	0.0439	0.0307	0.0000	0.0187	0.0000	0.0000	0.0029	0.0036	0.0000	0.0443	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
9	0.0283	0.0019	0.0000	1.5093	25.0000	0.0014	0.0002	0.0002	-0.00004	12.8779	3.1434	0.0513	0.1351	0.0120	0.0509	0.6326	0.1455	0.6956	0.2973	0.5527	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2017	0.0439	0.0306	0.0000	0.0187	0.0000	0.0000	0.0029	0.0036	0.0000	0.0443	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
10	0.0350	0.0021	0.0000	1.6797	25.0000	0.0016	0.0002	0.0002	-0.00004	12.8782	3.1454	0.0514	0.1352	0.0119	0.0509	0.6326	0.1454	0.6956	0.2972	0.5527	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2016	0.0439	0.0306	0.0000	0.0187	0.0000	0.0000	0.0029	0.0036	0.0000	0.0442	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0007	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
11	0.0424	0.0024	0.0000	1.8738	25.0000	0.0018	0.0002	0.0002	-0.00005	12.8784	3.1476	0.0514	0.1354	0.0119	0.0510	0.6325	0.1453	0.6955	0.2972	0.5526	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2016	0.0439	0.0306	0.0000	0.0187	0.0000	0.0000	0.0029	0.0036	0.0000	0.0442	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0008	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
12	0.0504	0.0026	0.0000	2.0794	25.0000	0.0019	0.0003	0.0003	-0.00005	12.8786	3.1500	0.0515	0.1355	0.0119	0.0511	0.6324	0.1453	0.6955	0.2972	0.5525	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2015	0.0439	0.0306	0.0000	0.0187	0.0000	0.0000	0.0029	0.0036	0.0000	0.0442	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0009	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
13	0.0591	0.0028	0.0000	2.2419	25.0000	0.0021	0.0003	0.0003	-0.00005	12.8789	3.1525	0.0515	0.1357	0.0119	0.0511	0.6323	0.1452	0.6954	0.2971	0.5525	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2015	0.0439	0.0306	0.0000	0.0187	0.0000	0.0000	0.0029	0.0036	0.0000	0.0441	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0009	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
14	0.0686	0.0030	0.0000	2.3908	25.0000	0.0023	0.0003	0.0003	-0.00006	12.8791	3.1551	0.0516	0.1358	0.0119	0.0512	0.6322	0.1451	0.6954	0.2971	0.5524	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2014	0.0439	0.0306	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0441	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0010	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
15	0.0787	0.0033	0.0000	2.5695	25.0000	0.0024	0.0003	0.0003	-0.00006	12.8794	3.1579	0.0517	0.1360	0.0119	0.0513	0.6321	0.1450	0.6953	0.2970	0.5523	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2014	0.0439	0.0305	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0440	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0011	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
16	0.0896	0.0035	0.0000	2.7281	25.0000	0.0026	0.0004	0.0004	-0.00007	12.8797	3.1609	0.0517	0.1362	0.0119	0.0514	0.6320	0.1449	0.6953	0.2969	0.5523	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2013	0.0438	0.0305	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0440	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0012	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
17	0.1011	0.0037	0.0000	2.8614	25.0000	0.0028	0.0004	0.0004	-0.00007	12.8801	3.1640	0.0518	0.1364	0.0119	0.0514	0.6319	0.1448	0.6952	0.2969	0.5522	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2013	0.0438	0.0305	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0440	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0012	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
18	0.1134	0.0040	0.0000	3.0607	25.0000	0.0030	0.0004	0.0004	-0.00007	12.8804	3.1673	0.0519	0.1366	0.0119	0.0515	0.6318	0.1447	0.6951	0.2968	0.5521	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2012	0.0438	0.0305	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0439	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0013	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
19	0.1264	0.0042	0.0000	3.2536	25.0000	0.0032	0.0005	0.0005	-0.00008	12.8808	3.1709	0.0520	0.1369	0.0119	0.0516	0.6317	0.1445	0.6951	0.2967	0.5520	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2012	0.0438	0.0305	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0439	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0014	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
20	0.1400	0.0045	0.0000	3.4329	25.0000	0.0034	0.0005	0.0005	-0.00008	12.8811	3.1745	0.0521	0.1371	0.0119	0.0517	0.6316	0.1444	0.6950	0.2967	0.5520	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2011	0.0438	0.0304	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0439	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0015	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
21	0.1543	0.0047	0.0000	3.6006	25.0000	0.0035	0.0005	0.0005	-0.00007	12.8815	3.1782	0.0521	0.1374	0.0119	0.0518	0.6315	0.1443	0.6949	0.2966	0.5519	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2011	0.0438	0.0304	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0438	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0016	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
22	0.1694	0.0049	0.0000	3.7606	25.0000	0.0038	0.0005	0.0005	-0.00007	12.8819	3.1822	0.0522	0.1376	0.0118	0.0519	0.6313	0.1441	0.6948	0.2965	0.5518	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2010	0.0438	0.0304	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0438	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0017	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
23	0.1851	0.0052	0.0000	3.9453	25.0000	0.0040	0.0006	0.0006	-0.00008	12.8823	3.1864	0.0523	0.1379	0.0118	0.0521	0.6312	0.1440	0.6948	0.2965	0.5518	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2010	0.0438	0.0304	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0437	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0017	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
24	0.2016	0.0054	0.0000	4.1221	25.0000	0.0042	0.0006	0.0006	-0.00007	12.8828	3.1906	0.0524	0.1382	0.0118	0.0522	0.6311	0.1439	0.6947	0.2964	0.5517	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2009	0.0438	0.0304	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0437	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0018	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
25	0.2188	0.0057	0.0000	4.3090	25.0000	0.0044	0.0006	0.0006	-0.00007	12.8832	3.1950	0.0526	0.1385	0.0118	0.0523	0.6309	0.1437	0.6946	0.2963	0.5516	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2009	0.0438	0.0304	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0019	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
26	0.2366	0.0059	0.0000	4.4490	25.0000	0.0045	0.0007	0.0007	-0.00006	12.8837	3.1996	0.0527	0.1388	0.0118	0.0524	0.6308	0.1436	0.6945	0.2962	0.5516	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2009	0.0438	0.0304	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0019	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
27	0.2551	0.0061	0.0000	4.5920	25.0000	0.0048	0.0007	0.0007	-0.00006	12.8842	3.2043	0.0528	0.1391	0.0118	0.0526	0.6306	0.1434	0.6944	0.2961	0.5515	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2008	0.0438	0.0303	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0021	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
28	0.2744	0.0064	0.0000	4.7881	25.0000	0.0050	0.0007	0.0007	-0.00006	12.8847	3.2093	0.0529	0.1394	0.0118	0.0527	0.6304	0.1432	0.6943	0.2960	0.5514	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2007	0.0438	0.0303	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0021	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
29	0.2943	0.0067	0.0000	4.9984	25.0000	0.0053	0.0008	0.0008	-0.00005	12.8852	3.2145	0.0530	0.1397	0.0118	0.0528	0.6303	0.1431	0.6942	0.2959	0.5513	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2007	0.0438	0.0303	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0022	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
30	0.3150	0.0069	0.0000	5.1709	25.0000	0.0055	0.0008	0.0008	-0.00004	12.8857	3.2197	0.0532	0.1401	0.0117	0.0530	0.6301	0.1429	0.6941	0.2958	0.5512	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2006	0.0438	0.0303	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0023	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
31	0.3363	0.0071	0.0000	5.3149	25.0000	0.0057	0.0009	0.0009	-0.00004	12.8862	3.2250	0.0533	0.1404	0.0117	0.0531	0.6299	0.1427	0.6940	0.2957	0.5512	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2006	0.0438	0.0303	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0024	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
32	0.3584	0.0073	0.0000	5.4799	25.0000	0.0060	0.0009	0.0009	-0.00002	12.8868	3.2306	0.0534	0.1408	0.0117	0.0533	0.6297	0.1425	0.6939	0.2956	0.5511	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2005	0.0438	0.0302	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0025	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
33	0.3811	0.0076	0.0000	5.6782	25.0000	0.0063	0.0010	0.0010	-0.00001	12.8874	3.2363	0.0536	0.1412	0.0117	0.0535	0.6296	0.1423	0.6938	0.2955	0.5510	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2005	0.0438	0.0302	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0026	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
34	0.4046	0.0079	0.0000	5.8198	25.0000	0.0066	0.0010	0.0010	0.00001	12.8880	3.2422	0.0537	0.1416	0.0117	0.0536	0.6294	0.1421	0.6937	0.2954	0.5509	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2004	0.0438	0.0302	0.0000	0.0187	0.0000	0.0000	0.0029	0.0035	0.0000	0.0436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0004	0.0027	0.0000	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
35	0.4287	0.0081	0.0000	5.9743	25.0000	0.0068	0.0010	0.0010	0.00002	12.8886	3.2482	0.0539	0.1419	0.0117	0.0538	0.6292	0.1419	0.6935	0.2953	0.5509	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2004	0.0438	0.0302	0.0000	0.0186	0.0000	0.0000	0.0029	0.0035	0.0000	0.0436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0004	0.0027	0.0000	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
36	0.4536	0.0084	0.0000	6.1633	25.0000	0.0070	0.0011	0.0011	0.00003	12.8892	3.2543	0.0540	0.1424	0.0117	0.0540	0.6290	0.1417	0.6934	0.2952	0.5508	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2003	0.0438	0.0302	0.0000	0.0186	0.0000	0.0000	0.0029	0.0035	0.0000	0.0436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005	0.0028	0.0000	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
37	0.4791	0.0085	0.0000	6.2867	25.0000	0.0072	0.0011	0.0011	0.00006	12.8898	3.2605	0.0542	0.1428	0.0116	0.0541	0.6288	0.1415	0.6933	0.2951	0.5508	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2003	0.0438	0.0302	0.0000	0.0186	0.0000	0.0000	0.0029	0.0035	0.0000	0.0436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005	0.0029	0.0000	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
38	0.5054	0.0087	0.0000	6.4443	25.0000	0.0075	0.0012	0.0012	0.00008	12.8904	3.2669	0.0543	0.1432	0.0116	0.0543	0.6286	0.1413	0.6932	0.2949	0.5507	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2003	0.0438	0.0302	0.0000	0.0186	0.0000	0.0000	0.0029	0.0035	0.0000	0.0436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006	0.0029	0.0000	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
39	0.5324	0.0090	0.0000	6.5984	25.0000	0.0077	0.0012	0.0012	0.00010	12.8911	3.2735	0.0545	0.1436	0.0116	0.0545	0.6283	0.1411	0.6930	0.2948	0.5506	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2002	0.0438	0.0301	0.0000	0.0186	0.0000	0.0000	0.0029	0.0035	0.0000	0.0436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006	0.0030	0.0000	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
40	0.5600	0.0092	0.0000	6.7560	25.0000	0.0080	0.0013	0.0013	0.00012	12.8918	3.2803	0.0546	0.1441	0.0116	0.0547	0.6281	0.1409	0.6929	0.2947	0.5506	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2002	0.0438	0.0301	0.0000	0.0186	0.0000	0.0000	0.0029	0.0035	0.0000	0.0436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0007	0.0031	0.0000	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
41	0.5883	0.0094	0.0000	6.9037	25.0000	0.0082	0.0013	0.0013	0.00015	12.8924	3.2871	0.0548	0.1445	0.0116	0.0549	0.6279	0.1406	0.6928	0.2946	0.5505	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2001	0.0438	0.0301	0.0000	0.0186	0.0000	0.0000	0.0029	0.0035	0.0000	0.0436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0007	0.0031	0.0000	0.0000	0.0000	0.0007	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
42	0.6174	0.0096	0.0000	7.0332	25.0000	0.0084	0.0013	0.0013	0.00017	12.8931	3.2941	0.0550	0.1450	0.0115	0.0551	0.6277	0.1404	0.6927	0.2945	0.5504	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2001	0.0438	0.0301	0.0000	0.0186	0.0000	0.0000	0.0029	0.0035	0.0000	0.0436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0008	0.0032	0.0000	0.0000	0.0000	0.0007	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000
