Cycle	time(h)	Alpha_mass	Alpha_fa_mass	heat(kJ/kg_solid)	Temperature(C)	Gsratio	Wno(g/g)	Wni(g/g)	ChemShrink(mL/g)	pH	Conductivity(S/m)	[Na+](M)	[K+](M)	[Ca++](M)	[SO4--](M)	{K+}	{Ca++}	{OH-}	{SO4--}	Vfpore	Poreconnx	Poreconny	Poreconnz	Poreconnave	Solidconnx	Solidconny	Solidconnz	Solidconnave	VfC3S	VfC2S	VfC3A	VfOC3A	VfC4AF	VfK2SO4	VfNA2SO4	VfGYPSUM	VfHEMIHYD	VfANHYDRITE	VfCACO3	VfFREELIME	VfSFUME	VfINERT	VfSLAG	VfASG	VfCAS2	VfAMSIL	VfCH	VfCSH	VfPOZZCSH	VfSLAGCSH	VfC3AH6	VfETTR	VfAFM	VfFH3	VfCACL2	VfFRIEDEL	VfSTRAT	VfGYPSUMS	VfABSGYP	VfAFMC	VfINERTAGG	VfEMPTYP
311	33.8524	0.4176	0.0000	219.3644	25.0000	0.4015	0.0912	0.0913	0.03057	13.2902	6.2228	0.0743	0.2115	0.0021	0.0000	0.6102	0.1234	0.6826	1.0000	0.4089	0.0000	0.9666	0.9667	0.6445	0.0000	0.9529	0.9531	0.6353	0.0994	0.0375	0.0172	0.0000	0.0164	0.0000	0.0000	0.0003	0.0001	0.0000	0.0421	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0642	0.1678	0.0000	0.0000	0.0201	0.0187	0.0001	0.0013	0.0000	0.0000	0.0000	0.0001	0.0017	0.0006	0.1000	0.0000
312	34.0704	0.4192	0.0000	220.1458	25.0000	0.4028	0.0916	0.0917	0.03067	13.2906	6.2284	0.0744	0.2117	0.0021	0.0000	0.6101	0.1233	0.6826	1.0000	0.4083	0.0000	0.9666	0.9667	0.6445	0.0000	0.9538	0.9537	0.6358	0.0990	0.0374	0.0172	0.0000	0.0164	0.0000	0.0000	0.0003	0.0001	0.0000	0.0420	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0644	0.1684	0.0000	0.0000	0.0202	0.0187	0.0001	0.0013	0.0000	0.0000	0.0000	0.0001	0.0017	0.0006	0.1000	0.0000
313	34.2892	0.4207	0.0000	220.8945	25.0000	0.4038	0.0920	0.0920	0.03079	13.2910	6.2338	0.0745	0.2119	0.0021	0.0000	0.6100	0.1232	0.6825	1.0000	0.4078	0.0000	0.9666	0.9667	0.6445	0.0000	0.9538	0.9537	0.6358	0.0986	0.0374	0.0171	0.0000	0.0164	0.0000	0.0000	0.0003	0.0001	0.0000	0.0420	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0646	0.1690	0.0000	0.0000	0.0203	0.0187	0.0001	0.0013	0.0000	0.0000	0.0000	0.0001	0.0017	0.0006	0.1000	0.0000
314	34.5086	0.4222	0.0000	221.6380	25.0000	0.4049	0.0923	0.0923	0.03089	13.2914	6.2390	0.0745	0.2121	0.0021	0.0000	0.6099	0.1231	0.6825	1.0000	0.4074	0.0000	0.9654	0.9655	0.6437	0.0000	0.9538	0.9537	0.6358	0.0983	0.0374	0.0171	0.0000	0.0164	0.0000	0.0000	0.0003	0.0001	0.0000	0.0420	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0648	0.1696	0.0000	0.0000	0.0204	0.0187	0.0001	0.0013	0.0000	0.0000	0.0000	0.0001	0.0017	0.0006	0.1000	0.0000
315	34.7288	0.4236	0.0000	222.3652	25.0000	0.4061	0.0926	0.0927	0.03099	13.2918	6.2443	0.0746	0.2123	0.0021	0.0000	0.6098	0.1231	0.6824	1.0000	0.4069	0.0000	0.9654	0.9655	0.6437	0.0000	0.9545	0.9543	0.6362	0.0980	0.0373	0.0170	0.0000	0.0163	0.0000	0.0000	0.0003	0.0001	0.0000	0.0420	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0650	0.1702	0.0000	0.0000	0.0205	0.0187	0.0001	0.0013	0.0000	0.0000	0.0000	0.0001	0.0017	0.0006	0.1000	0.0000
316	34.9496	0.4252	0.0000	223.1438	25.0000	0.4072	0.0930	0.0930	0.03110	13.2921	6.2497	0.0746	0.2125	0.0021	0.0000	0.6097	0.1230	0.6824	1.0000	0.4064	0.0000	0.9654	0.9655	0.6437	0.0000	0.9545	0.9543	0.6362	0.0976	0.0373	0.0170	0.0000	0.0163	0.0000	0.0000	0.0003	0.0001	0.0000	0.0419	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0653	0.1708	0.0000	0.0000	0.0205	0.0188	0.0001	0.0013	0.0000	0.0000	0.0000	0.0001	0.0017	0.0006	0.1000	0.0000
317	35.1712	0.4267	0.0000	223.9049	25.0000	0.4083	0.0933	0.0934	0.03120	13.2925	6.2551	0.0747	0.2127	0.0021	0.0000	0.6096	0.1229	0.6823	1.0000	0.4059	0.0000	0.9654	0.9655	0.6437	0.0000	0.9545	0.9543	0.6362	0.0972	0.0373	0.0170	0.0000	0.0163	0.0000	0.0000	0.0003	0.0001	0.0000	0.0419	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0655	0.1715	0.0000	0.0000	0.0206	0.0188	0.0001	0.0013	0.0000	0.0000	0.0000	0.0001	0.0017	0.0006	0.1000	0.0000
318	35.3934	0.4282	0.0000	224.6509	25.0000	0.4094	0.0936	0.0937	0.03131	13.2929	6.2604	0.0747	0.2129	0.0021	0.0000	0.6096	0.1228	0.6823	1.0000	0.4054	0.0000	0.9654	0.9655	0.6437	0.0000	0.9551	0.9549	0.6367	0.0969	0.0372	0.0169	0.0000	0.0163	0.0000	0.0000	0.0003	0.0001	0.0000	0.0419	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0657	0.1720	0.0000	0.0000	0.0207	0.0188	0.0000	0.0013	0.0000	0.0000	0.0000	0.0001	0.0017	0.0007	0.1000	0.0000
319	35.6164	0.4296	0.0000	225.3397	25.0000	0.4106	0.0939	0.0940	0.03142	13.2933	6.2657	0.0748	0.2132	0.0021	0.0000	0.6095	0.1227	0.6822	1.0000	0.4049	0.0000	0.9637	0.9639	0.6425	0.0000	0.9551	0.9549	0.6367	0.0965	0.0372	0.0169	0.0000	0.0163	0.0000	0.0000	0.0003	0.0001	0.0000	0.0419	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0659	0.1727	0.0000	0.0000	0.0208	0.0188	0.0000	0.0013	0.0000	0.0000	0.0000	0.0001	0.0017	0.0007	0.1000	0.0000
320	35.8400	0.4312	0.0000	226.1086	25.0000	0.4116	0.0943	0.0944	0.03153	13.2936	6.2710	0.0748	0.2134	0.0021	0.0000	0.6094	0.1227	0.6822	1.0000	0.4044	0.0000	0.9637	0.9639	0.6425	0.0000	0.9551	0.9549	0.6367	0.0962	0.0371	0.0168	0.0000	0.0163	0.0000	0.0000	0.0003	0.0001	0.0000	0.0418	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0662	0.1733	0.0000	0.0000	0.0209	0.0188	0.0000	0.0013	0.0000	0.0000	0.0000	0.0001	0.0017	0.0007	0.1000	0.0000
321	36.0644	0.4326	0.0000	226.8007	25.0000	0.4127	0.0946	0.0947	0.03163	13.2940	6.2761	0.0749	0.2136	0.0021	0.0000	0.6093	0.1226	0.6821	1.0000	0.4039	0.0000	0.9637	0.9639	0.6425	0.0000	0.9555	0.9552	0.6369	0.0959	0.0371	0.0168	0.0000	0.0163	0.0000	0.0000	0.0003	0.0001	0.0000	0.0418	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0664	0.1739	0.0000	0.0000	0.0209	0.0188	0.0000	0.0013	0.0000	0.0000	0.0000	0.0001	0.0017	0.0007	0.1000	0.0000
322	36.2894	0.4340	0.0000	227.5193	25.0000	0.4138	0.0949	0.0950	0.03172	13.2943	6.2813	0.0750	0.2138	0.0021	0.0000	0.6092	0.1225	0.6821	1.0000	0.4034	0.0000	0.9637	0.9639	0.6425	0.0000	0.9555	0.9552	0.6369	0.0955	0.0371	0.0168	0.0000	0.0163	0.0000	0.0000	0.0003	0.0001	0.0000	0.0418	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0666	0.1745	0.0000	0.0000	0.0210	0.0188	0.0000	0.0013	0.0000	0.0000	0.0000	0.0001	0.0017	0.0007	0.1000	0.0000
323	36.5152	0.4355	0.0000	228.2663	25.0000	0.4149	0.0953	0.0953	0.03182	13.2947	6.2868	0.0750	0.2140	0.0021	0.0000	0.6091	0.1224	0.6821	1.0000	0.4029	0.0000	0.9637	0.9639	0.6425	0.0000	0.9555	0.9552	0.6369	0.0952	0.0370	0.0167	0.0000	0.0163	0.0000	0.0000	0.0003	0.0001	0.0000	0.0418	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0668	0.1751	0.0000	0.0000	0.0212	0.0189	0.0000	0.0013	0.0000	0.0000	0.0000	0.0001	0.0017	0.0007	0.1000	0.0000
324	36.7416	0.4370	0.0000	229.0081	25.0000	0.4159	0.0956	0.0957	0.03195	13.2951	6.2919	0.0751	0.2142	0.0021	0.0000	0.6090	0.1224	0.6820	1.0000	0.4024	0.0000	0.9624	0.9626	0.6417	0.0000	0.9560	0.9557	0.6373	0.0949	0.0370	0.0167	0.0000	0.0163	0.0000	0.0000	0.0003	0.0001	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0670	0.1756	0.0000	0.0000	0.0212	0.0189	0.0000	0.0013	0.0000	0.0000	0.0000	0.0001	0.0018	0.0007	0.1000	0.0000
325	36.9688	0.4384	0.0000	229.7245	25.0000	0.4170	0.0959	0.0960	0.03203	13.2954	6.2969	0.0751	0.2144	0.0021	0.0000	0.6090	0.1223	0.6820	1.0000	0.4020	0.0000	0.9624	0.9626	0.6417	0.0000	0.9560	0.9557	0.6373	0.0945	0.0369	0.0166	0.0000	0.0162	0.0000	0.0000	0.0003	0.0001	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.1762	0.0000	0.0000	0.0213	0.0189	0.0000	0.0014	0.0000	0.0000	0.0000	0.0001	0.0018	0.0007	0.1000	0.0000
326	37.1966	0.4399	0.0000	230.5087	25.0000	0.4180	0.0962	0.0963	0.03214	13.2958	6.3021	0.0752	0.2146	0.0021	0.0000	0.6089	0.1222	0.6819	1.0000	0.4015	0.0000	0.9624	0.9626	0.6417	0.0000	0.9560	0.9557	0.6373	0.0942	0.0369	0.0166	0.0000	0.0162	0.0000	0.0000	0.0003	0.0001	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0674	0.1768	0.0000	0.0000	0.0214	0.0189	0.0000	0.0014	0.0000	0.0000	0.0000	0.0001	0.0018	0.0007	0.1000	0.0000
327	37.4252	0.4412	0.0000	231.1438	25.0000	0.4191	0.0966	0.0966	0.03224	13.2961	6.3070	0.0752	0.2148	0.0021	0.0000	0.6088	0.1221	0.6819	1.0000	0.4010	0.0000	0.9624	0.9626	0.6417	0.0000	0.9564	0.9563	0.6376	0.0938	0.0369	0.0165	0.0000	0.0162	0.0000	0.0000	0.0003	0.0001	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0677	0.1774	0.0000	0.0000	0.0215	0.0189	0.0000	0.0014	0.0000	0.0000	0.0000	0.0001	0.0018	0.0007	0.1000	0.0000
328	37.6544	0.4427	0.0000	231.9052	25.0000	0.4201	0.0969	0.0970	0.03235	13.2965	6.3122	0.0753	0.2150	0.0021	0.0000	0.6087	0.1221	0.6818	1.0000	0.4006	0.0000	0.9624	0.9626	0.6417	0.0000	0.9564	0.9563	0.6376	0.0935	0.0368	0.0165	0.0000	0.0162	0.0000	0.0000	0.0003	0.0001	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0679	0.1780	0.0000	0.0000	0.0216	0.0189	0.0000	0.0014	0.0000	0.0000	0.0000	0.0001	0.0018	0.0007	0.1000	0.0000
329	37.8844	0.4441	0.0000	232.5808	25.0000	0.4211	0.0972	0.0973	0.03246	13.2968	6.3169	0.0753	0.2152	0.0021	0.0000	0.6087	0.1220	0.6818	1.0000	0.4001	0.0000	0.9616	0.9617	0.6411	0.0000	0.9564	0.9563	0.6376	0.0932	0.0368	0.0164	0.0000	0.0162	0.0000	0.0000	0.0003	0.0001	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0681	0.1785	0.0000	0.0000	0.0216	0.0189	0.0000	0.0014	0.0000	0.0000	0.0000	0.0001	0.0018	0.0007	0.1000	0.0000
330	38.1150	0.4455	0.0000	233.2863	25.0000	0.4221	0.0975	0.0976	0.03256	13.2972	6.3219	0.0754	0.2154	0.0021	0.0000	0.6086	0.1219	0.6817	1.0000	0.3997	0.0000	0.9616	0.9617	0.6411	0.0000	0.9567	0.9566	0.6378	0.0928	0.0368	0.0164	0.0000	0.0162	0.0000	0.0000	0.0003	0.0001	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0683	0.1791	0.0000	0.0000	0.0217	0.0189	0.0000	0.0014	0.0000	0.0000	0.0000	0.0001	0.0018	0.0007	0.1000	0.0000
331	38.3464	0.4470	0.0000	234.0422	25.0000	0.4231	0.0978	0.0979	0.03267	13.2975	6.3268	0.0754	0.2156	0.0021	0.0000	0.6085	0.1218	0.6817	1.0000	0.3993	0.0000	0.9616	0.9617	0.6411	0.0000	0.9567	0.9566	0.6378	0.0925	0.0367	0.0163	0.0000	0.0162	0.0000	0.0000	0.0002	0.0001	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0685	0.1796	0.0000	0.0000	0.0218	0.0189	0.0000	0.0014	0.0000	0.0000	0.0000	0.0001	0.0018	0.0007	0.1000	0.0000
332	38.5784	0.4483	0.0000	234.7169	25.0000	0.4240	0.0981	0.0982	0.03277	13.2978	6.3313	0.0755	0.2158	0.0021	0.0000	0.6084	0.1218	0.6817	1.0000	0.3988	0.0000	0.9616	0.9617	0.6411	0.0000	0.9567	0.9566	0.6378	0.0922	0.0367	0.0163	0.0000	0.0162	0.0000	0.0000	0.0002	0.0001	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0687	0.1801	0.0000	0.0000	0.0219	0.0189	0.0000	0.0014	0.0000	0.0000	0.0000	0.0001	0.0018	0.0008	0.1000	0.0000
333	38.8112	0.4496	0.0000	235.3807	25.0000	0.4250	0.0984	0.0985	0.03287	13.2981	6.3360	0.0755	0.2160	0.0021	0.0000	0.6084	0.1217	0.6816	1.0000	0.3984	0.0000	0.9616	0.9617	0.6411	0.0000	0.9572	0.9571	0.6381	0.0919	0.0367	0.0162	0.0000	0.0162	0.0000	0.0000	0.0002	0.0001	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0689	0.1807	0.0000	0.0000	0.0220	0.0189	0.0000	0.0014	0.0000	0.0000	0.0000	0.0001	0.0018	0.0008	0.1000	0.0000
334	39.0446	0.4510	0.0000	236.0591	25.0000	0.4259	0.0987	0.0988	0.03299	13.2985	6.3406	0.0756	0.2161	0.0021	0.0000	0.6083	0.1216	0.6816	1.0000	0.3980	0.0000	0.9598	0.9599	0.6399	0.0000	0.9572	0.9571	0.6381	0.0916	0.0366	0.0162	0.0000	0.0162	0.0000	0.0000	0.0002	0.0001	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0690	0.1811	0.0000	0.0000	0.0221	0.0189	0.0000	0.0014	0.0000	0.0000	0.0000	0.0001	0.0018	0.0008	0.1000	0.0000
335	39.2788	0.4522	0.0000	236.7075	25.0000	0.4269	0.0990	0.0991	0.03308	13.2988	6.3452	0.0756	0.2163	0.0021	0.0000	0.6082	0.1216	0.6815	1.0000	0.3976	0.0000	0.9598	0.9599	0.6399	0.0000	0.9572	0.9571	0.6381	0.0913	0.0366	0.0161	0.0000	0.0162	0.0000	0.0000	0.0002	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0692	0.1817	0.0000	0.0000	0.0222	0.0189	0.0000	0.0014	0.0000	0.0000	0.0000	0.0001	0.0018	0.0008	0.1000	0.0000
336	39.5136	0.4536	0.0000	237.3922	25.0000	0.4278	0.0993	0.0994	0.03318	13.2991	6.3500	0.0757	0.2165	0.0021	0.0000	0.6081	0.1215	0.6815	1.0000	0.3971	0.0000	0.9598	0.9599	0.6399	0.0000	0.9574	0.9573	0.6383	0.0910	0.0366	0.0161	0.0000	0.0161	0.0000	0.0000	0.0002	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0694	0.1822	0.0000	0.0000	0.0223	0.0189	0.0000	0.0014	0.0000	0.0000	0.0000	0.0001	0.0018	0.0008	0.1000	0.0000
337	39.7492	0.4549	0.0000	238.0485	25.0000	0.4288	0.0996	0.0997	0.03327	13.2994	6.3547	0.0757	0.2167	0.0021	0.0000	0.6081	0.1214	0.6815	1.0000	0.3967	0.0000	0.9598	0.9599	0.6399	0.0000	0.9574	0.9573	0.6383	0.0907	0.0365	0.0161	0.0000	0.0161	0.0000	0.0000	0.0002	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0696	0.1827	0.0000	0.0000	0.0224	0.0190	0.0000	0.0014	0.0000	0.0000	0.0000	0.0001	0.0018	0.0008	0.1000	0.0000
338	39.9855	0.4562	0.0000	238.6877	25.0000	0.4298	0.0999	0.1000	0.03337	13.2998	6.3595	0.0758	0.2169	0.0021	0.0000	0.6080	0.1214	0.6814	1.0000	0.3962	0.0000	0.9598	0.9599	0.6399	0.0000	0.9574	0.9573	0.6383	0.0904	0.0365	0.0160	0.0000	0.0161	0.0000	0.0000	0.0002	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0698	0.1833	0.0000	0.0000	0.0225	0.0190	0.0000	0.0014	0.0000	0.0000	0.0000	0.0001	0.0018	0.0008	0.1000	0.0000
339	40.2224	0.4575	0.0000	239.3228	25.0000	0.4308	0.1002	0.1003	0.03347	13.3001	6.3641	0.0758	0.2171	0.0021	0.0000	0.6079	0.1213	0.6814	1.0000	0.3958	0.0000	0.9587	0.9588	0.6392	0.0000	0.9582	0.9581	0.6388	0.0901	0.0365	0.0160	0.0000	0.0161	0.0000	0.0000	0.0002	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0700	0.1838	0.0000	0.0000	0.0226	0.0190	0.0000	0.0014	0.0000	0.0000	0.0000	0.0001	0.0018	0.0008	0.1000	0.0000
340	40.4601	0.4589	0.0000	240.0461	25.0000	0.4317	0.1005	0.1006	0.03356	13.3004	6.3689	0.0758	0.2173	0.0020	0.0000	0.6078	0.1212	0.6813	1.0000	0.3954	0.0000	0.9587	0.9588	0.6392	0.0000	0.9582	0.9581	0.6388	0.0898	0.0364	0.0159	0.0000	0.0161	0.0000	0.0000	0.0002	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0702	0.1844	0.0000	0.0000	0.0226	0.0190	0.0000	0.0014	0.0000	0.0000	0.0000	0.0001	0.0018	0.0008	0.1000	0.0000
341	40.6984	0.4602	0.0000	240.6785	25.0000	0.4326	0.1008	0.1008	0.03365	13.3007	6.3734	0.0759	0.2175	0.0020	0.0000	0.6078	0.1212	0.6813	1.0000	0.3949	0.0000	0.9587	0.9588	0.6392	0.0000	0.9582	0.9581	0.6388	0.0895	0.0364	0.0159	0.0000	0.0161	0.0000	0.0000	0.0002	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0704	0.1849	0.0000	0.0000	0.0227	0.0190	0.0000	0.0014	0.0000	0.0000	0.0000	0.0000	0.0018	0.0008	0.1000	0.0000
342	40.9375	0.4615	0.0000	241.3162	25.0000	0.4336	0.1011	0.1011	0.03374	13.3011	6.3781	0.0759	0.2176	0.0020	0.0000	0.6077	0.1211	0.6813	1.0000	0.3945	0.0000	0.9587	0.9588	0.6392	0.0000	0.9589	0.9589	0.6393	0.0892	0.0363	0.0158	0.0000	0.0161	0.0000	0.0000	0.0002	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0706	0.1854	0.0000	0.0000	0.0228	0.0190	0.0000	0.0014	0.0000	0.0000	0.0000	0.0000	0.0018	0.0008	0.1000	0.0000
343	41.1772	0.4628	0.0000	241.9711	25.0000	0.4345	0.1014	0.1014	0.03384	13.3014	6.3826	0.0760	0.2178	0.0020	0.0000	0.6076	0.1210	0.6812	1.0000	0.3941	0.0000	0.9587	0.9588	0.6392	0.0000	0.9589	0.9589	0.6393	0.0889	0.0363	0.0158	0.0000	0.0161	0.0000	0.0000	0.0002	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0708	0.1859	0.0000	0.0000	0.0229	0.0190	0.0000	0.0014	0.0000	0.0000	0.0000	0.0000	0.0018	0.0008	0.1000	0.0000
344	41.4177	0.4641	0.0000	242.6398	25.0000	0.4353	0.1016	0.1017	0.03394	13.3017	6.3869	0.0760	0.2180	0.0020	0.0000	0.6076	0.1210	0.6812	1.0000	0.3937	0.0000	0.9576	0.9578	0.6385	0.0000	0.9589	0.9589	0.6393	0.0886	0.0363	0.0157	0.0000	0.0161	0.0000	0.0000	0.0002	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0710	0.1864	0.0000	0.0000	0.0230	0.0190	0.0000	0.0015	0.0000	0.0000	0.0000	0.0000	0.0018	0.0008	0.1000	0.0000
345	41.6588	0.4653	0.0000	243.2651	25.0000	0.4363	0.1019	0.1020	0.03403	13.3020	6.3914	0.0761	0.2182	0.0020	0.0000	0.6075	0.1209	0.6811	1.0000	0.3933	0.0000	0.9576	0.9578	0.6385	0.0000	0.9591	0.9591	0.6394	0.0883	0.0362	0.0157	0.0000	0.0161	0.0000	0.0000	0.0002	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0711	0.1870	0.0000	0.0000	0.0231	0.0190	0.0000	0.0015	0.0000	0.0000	0.0000	0.0000	0.0019	0.0008	0.1000	0.0000
346	41.9007	0.4666	0.0000	243.8986	25.0000	0.4371	0.1022	0.1023	0.03412	13.3023	6.3958	0.0761	0.2184	0.0020	0.0000	0.6074	0.1208	0.6811	1.0000	0.3929	0.0000	0.9576	0.9578	0.6385	0.0000	0.9591	0.9591	0.6394	0.0881	0.0362	0.0157	0.0000	0.0160	0.0000	0.0000	0.0002	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0713	0.1875	0.0000	0.0000	0.0231	0.0190	0.0000	0.0015	0.0000	0.0000	0.0000	0.0000	0.0019	0.0008	0.1000	0.0000
347	42.1432	0.4678	0.0000	244.5159	25.0000	0.4381	0.1025	0.1026	0.03421	13.3026	6.4003	0.0762	0.2185	0.0020	0.0000	0.6073	0.1208	0.6811	1.0000	0.3924	0.0000	0.9576	0.9578	0.6385	0.0000	0.9591	0.9591	0.6394	0.0878	0.0362	0.0156	0.0000	0.0160	0.0000	0.0000	0.0002	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0715	0.1880	0.0000	0.0000	0.0232	0.0190	0.0000	0.0015	0.0000	0.0000	0.0000	0.0000	0.0019	0.0008	0.1000	0.0000
348	42.3865	0.4692	0.0000	245.1832	25.0000	0.4390	0.1028	0.1028	0.03432	13.3029	6.4047	0.0762	0.2187	0.0020	0.0000	0.6073	0.1207	0.6810	1.0000	0.3920	0.0000	0.9576	0.9578	0.6385	0.0000	0.9594	0.9594	0.6396	0.0875	0.0361	0.0156	0.0000	0.0160	0.0000	0.0000	0.0002	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0717	0.1885	0.0000	0.0000	0.0233	0.0190	0.0000	0.0015	0.0000	0.0000	0.0000	0.0000	0.0019	0.0008	0.1000	0.0000
349	42.6304	0.4704	0.0000	245.8041	25.0000	0.4399	0.1031	0.1031	0.03442	13.3032	6.4091	0.0763	0.2189	0.0020	0.0000	0.6072	0.1207	0.6810	1.0000	0.3916	0.0000	0.9559	0.9561	0.6373	0.0000	0.9594	0.9594	0.6396	0.0872	0.0361	0.0155	0.0000	0.0160	0.0000	0.0000	0.0002	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0719	0.1890	0.0000	0.0000	0.0234	0.0190	0.0001	0.0015	0.0000	0.0000	0.0000	0.0000	0.0019	0.0009	0.1000	0.0000
350	42.8751	0.4717	0.0000	246.4359	25.0000	0.4408	0.1033	0.1034	0.03452	13.3035	6.4136	0.0763	0.2191	0.0020	0.0000	0.6071	0.1206	0.6810	1.0000	0.3912	0.0000	0.9559	0.9561	0.6373	0.0000	0.9594	0.9594	0.6396	0.0869	0.0361	0.0155	0.0000	0.0160	0.0000	0.0000	0.0002	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0721	0.1895	0.0000	0.0000	0.0235	0.0190	0.0001	0.0015	0.0000	0.0000	0.0000	0.0000	0.0019	0.0009	0.1000	0.0000
351	43.1204	0.4730	0.0000	247.0966	25.0000	0.4416	0.1036	0.1037	0.03460	13.3038	6.4180	0.0763	0.2192	0.0020	0.0000	0.6071	0.1205	0.6809	1.0000	0.3908	0.0000	0.9559	0.9561	0.6373	0.0000	0.9597	0.9597	0.6398	0.0866	0.0360	0.0154	0.0000	0.0160	0.0000	0.0000	0.0002	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0723	0.1900	0.0000	0.0000	0.0236	0.0190	0.0000	0.0015	0.0000	0.0000	0.0000	0.0000	0.0019	0.0009	0.1000	0.0000
352	43.3665	0.4743	0.0000	247.7363	25.0000	0.4424	0.1039	0.1040	0.03470	13.3041	6.4223	0.0764	0.2194	0.0020	0.0000	0.6070	0.1205	0.6809	1.0000	0.3904	0.0000	0.9559	0.9561	0.6373	0.0000	0.9597	0.9597	0.6398	0.0863	0.0360	0.0154	0.0000	0.0160	0.0000	0.0000	0.0002	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0724	0.1905	0.0000	0.0000	0.0237	0.0190	0.0000	0.0015	0.0000	0.0000	0.0000	0.0000	0.0019	0.0009	0.1000	0.0000
353	43.6132	0.4754	0.0000	248.3130	25.0000	0.4434	0.1042	0.1042	0.03478	13.3044	6.4267	0.0764	0.2196	0.0020	0.0000	0.6069	0.1204	0.6809	1.0000	0.3900	0.0000	0.9559	0.9561	0.6373	0.0000	0.9597	0.9597	0.6398	0.0861	0.0359	0.0154	0.0000	0.0160	0.0000	0.0000	0.0002	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0726	0.1910	0.0000	0.0000	0.0237	0.0190	0.0001	0.0015	0.0000	0.0000	0.0000	0.0000	0.0019	0.0009	0.1000	0.0000
