Name xlow xhi ylow yhi zlow zhi volume surf._area norm_surf_area Equiv._sph._diam. Itrace Nnn Norm._Gauss_Curvature length(mm) width(mm) thick(mm) L/T W/T
MA108A-7-fine-anm-00001.dat -0.1299 0.1469 -0.1392 0.1291 -0.0867 0.0808 0.0 0.2 1.293 0.2 1.238 20 1.0007 0.32044 0.25460 0.16533 1.93822 1.54000
MA108A-7-fine-anm-00002.dat -0.1396 0.1450 -0.1463 0.1566 -0.1066 0.1059 0.0 0.2 1.203 0.2 1.066 22 0.9932 0.31699 0.26022 0.23024 1.37680 1.13022
MA108A-7-fine-anm-00003.dat -0.1541 0.1307 -0.1483 0.1370 -0.1348 0.1277 0.0 0.2 1.256 0.2 1.177 20 1.0113 0.33914 0.28772 0.18042 1.87975 1.59475
MA108A-7-fine-anm-00004.dat -0.1555 0.1510 -0.1524 0.1698 -0.1163 0.1198 0.0 0.3 1.174 0.3 1.112 22 0.9675 0.33870 0.27260 0.21593 1.56857 1.26245
MA108A-7-fine-anm-00006.dat -0.1487 0.1660 -0.1298 0.1341 -0.1055 0.0850 0.0 0.2 1.214 0.2 1.142 22 1.0097 0.32438 0.24437 0.19986 1.62307 1.22270
MA108A-7-fine-anm-00007.dat -0.2736 0.2694 -0.2520 0.2318 -0.2698 0.3340 0.0 0.7 1.354 0.4 1.637 30 1.0247 0.79253 0.39568 0.29761 2.66296 1.32951
MA108A-7-fine-anm-00008.dat -0.1079 0.1047 -0.1196 0.1293 -0.1212 0.1165 0.0 0.2 1.294 0.2 1.126 22 1.0171 0.27688 0.21151 0.17873 1.54919 1.18344
MA108A-7-fine-anm-00009.dat -0.1278 0.1405 -0.1375 0.1297 -0.0906 0.0788 0.0 0.2 1.297 0.2 1.142 22 0.9913 0.28042 0.25472 0.16978 1.65162 1.50027
MA108A-7-fine-anm-00010.dat -0.1427 0.1458 -0.1303 0.1213 -0.1316 0.1523 0.0 0.3 1.215 0.3 1.041 24 0.9773 0.30511 0.30113 0.26813 1.13792 1.12307
MA108A-7-fine-anm-00011.dat -0.1378 0.1415 -0.1131 0.1330 -0.0952 0.0957 0.0 0.2 1.208 0.2 1.128 20 0.9734 0.29399 0.25081 0.18526 1.58694 1.35385
MA108A-7-fine-anm-00012.dat -0.1357 0.1418 -0.1413 0.1334 -0.1465 0.1815 0.0 0.3 1.233 0.3 1.166 22 1.0322 0.41390 0.26359 0.26893 1.53910 0.98017
MA108A-7-fine-anm-00013.dat -0.1976 0.1984 -0.2019 0.1749 -0.1280 0.1316 0.0 0.4 1.209 0.3 1.152 28 1.0201 0.43209 0.32068 0.26533 1.62852 1.20863
MA108A-7-fine-anm-00014.dat -0.1421 0.1261 -0.1494 0.1547 -0.1034 0.1097 0.0 0.2 1.234 0.2 1.153 22 0.9916 0.32592 0.26258 0.19593 1.66345 1.34020
MA108A-7-fine-anm-00015.dat -0.1243 0.1259 -0.1243 0.1245 -0.0930 0.0969 0.0 0.2 1.284 0.2 1.127 22 1.0269 0.27441 0.24912 0.17641 1.55557 1.41219
