Name  xlow xhi ylow yhi zlow zhi  volume  surf._area  norm_surf_area Equiv._sph._diam.  Itrace Nnn Norm._Gauss_Curvature length(mm) width(mm) thickness(mm) L/T W/T
GR-coarse-anm-00112.dat -4.4565 7.2442 -4.7438 4.6714 -3.8446 3.4536 217.0 243.0 1.392 7.5 1.375 22 1.0410 14.13790 7.87582 6.80106 6.80106 5.16385
GR-coarse-anm-00095.dat -5.0289 5.2088 -4.9523 5.6062 -3.8488 3.4911 219.0 246.0 1.399 7.5 1.317 24 1.0192 12.36806 9.48186 5.69613 5.69613 5.80871
GR-coarse-anm-00400.dat -5.5434 4.8858 -4.1410 3.9888 -4.1448 4.6305 224.0 234.0 1.312 7.5 1.254 24 1.0307 11.03333 10.35348 5.88866 5.88866 7.20266
GR-coarse-anm-00364.dat -4.7016 4.7618 -5.5188 5.3069 -2.8617 2.8482 225.0 236.0 1.319 7.5 1.433 14 1.0187 11.52044 10.36625 4.26833 4.26833 5.16385
GR-coarse-anm-00083.dat -4.6647 5.0206 -4.6920 5.5570 -2.3246 3.5321 224.0 229.0 1.282 7.5 1.253 24 0.9831 11.16466 8.19640 6.57842 6.57842 5.80871
GR-coarse-anm-00191.dat -4.2640 4.7786 -6.8687 4.2652 -4.1667 2.3686 221.0 231.0 1.306 7.5 1.316 24 0.9650 12.16479 8.05279 7.56208 7.56208 7.20266
GR-coarse-anm-00428.dat -6.9463 5.3370 -3.0171 3.8121 -4.5957 4.8822 233.0 250.0 1.365 7.6 1.482 20 1.0441 13.32542 8.90208 6.31501 6.31501 6.57842
GR-coarse-anm-00235.dat -4.2005 4.2731 -4.1146 4.8481 -6.3598 5.5868 229.0 244.0 1.348 7.6 1.663 28 1.0023 14.06413 9.80668 3.72422 3.72422 7.56208
GR-coarse-anm-00327.dat -6.7573 5.4967 -3.8934 4.3305 -4.9155 3.0440 229.0 243.0 1.343 7.6 1.356 28 1.0027 12.87468 8.02722 6.21504 6.21504 6.80106
GR-coarse-anm-00247.dat -4.5542 5.4286 -5.7526 5.4092 -2.8044 3.7358 227.0 253.0 1.406 7.6 1.488 22 1.0167 11.71181 10.66863 4.41689 4.41689 5.69613
GR-coarse-anm-00287.dat -4.3381 5.8456 -4.4289 4.8559 -3.7410 2.7897 228.0 239.0 1.326 7.6 1.216 26 0.9718 11.96881 9.02598 6.77853 6.77853 5.88866
GR-coarse-anm-00395.dat -6.1136 5.0182 -4.5315 5.5621 -2.9995 3.5095 231.0 247.0 1.356 7.6 1.553 26 0.9918 14.08319 7.47518 5.70677 5.70677 4.26833
GR-coarse-anm-00094.dat -5.3949 6.6079 -3.3335 3.1800 -4.3296 4.2724 234.0 244.0 1.328 7.6 1.269 28 0.9726 13.14797 8.31886 6.57247 6.57247 6.57842
GR-coarse-anm-00227.dat -4.5943 4.4298 -4.8941 5.4598 -3.0998 3.4556 234.0 244.0 1.330 7.6 1.298 26 1.0413 12.19227 8.45320 6.27741 6.27741 7.56208
GR-coarse-anm-00411.dat -5.2712 4.5647 -5.2027 4.3312 -3.8030 4.1090 243.0 253.0 1.342 7.7 1.230 26 1.0211 12.41833 8.73257 7.23622 7.23622 6.57247
GR-coarse-anm-00368.dat -4.4860 4.3371 -6.3251 4.5708 -4.4931 3.9756 242.0 246.0 1.309 7.7 1.401 20 0.9949 12.52420 8.31687 6.74379 6.74379 6.27741
GR-coarse-anm-00059.dat -5.8575 4.4708 -4.2147 4.1004 -4.5977 4.8825 251.0 245.0 1.274 7.8 1.169 28 0.9739 10.69558 8.96866 7.80846 7.80846 6.74379
GR-coarse-anm-00093.dat -4.8208 4.9632 -3.9625 4.1187 -5.6034 5.2382 251.0 244.0 1.267 7.8 1.345 18 1.0181 11.91988 11.10636 4.81267 4.81267 7.23622
GR-coarse-anm-00233.dat -4.5844 5.6106 -4.4381 3.3294 -5.4941 4.6008 245.0 250.0 1.319 7.8 1.204 28 0.9520 10.76273 10.04924 6.79521 6.79521 6.74379
GR-coarse-anm-00393.dat -4.9017 3.6759 -6.6838 5.6934 -4.4947 3.5155 262.0 269.0 1.357 7.9 1.393 28 1.0425 12.76420 9.58098 5.02710 5.02710 4.81267
GR-coarse-anm-00313.dat -5.1925 5.4268 -6.3667 6.0204 -2.0141 3.8008 260.0 264.0 1.341 7.9 1.559 18 1.0072 14.14425 8.83641 5.95467 5.95467 6.79521
GR-coarse-anm-00190.dat -5.8915 4.5104 -4.2110 3.9461 -4.0463 3.2260 255.0 253.0 1.300 7.9 1.191 28 0.9954 11.37782 8.95535 5.93301 5.93301 7.80846
GR-coarse-anm-00353.dat -2.9273 2.5657 -5.8285 6.0466 -6.0908 4.9006 260.0 262.0 1.330 7.9 1.383 26 0.9830 12.23437 11.50475 4.89935 4.89935 4.81267
GR-coarse-anm-00308.dat -4.4694 5.2043 -3.9054 4.2548 -4.1849 3.7987 255.0 246.0 1.263 7.9 1.147 26 0.9810 11.03502 9.64686 7.19842 7.19842 6.79521
GR-coarse-anm-00495.dat -6.0132 5.6372 -4.5819 5.6399 -3.7988 3.4752 266.0 264.0 1.321 8.0 1.448 22 1.0032 13.99925 8.93804 4.89168 4.89168 7.19842
GR-coarse-anm-00182.dat -5.3044 6.0528 -4.1996 3.2762 -5.1941 6.3128 267.0 259.0 1.291 8.0 1.323 26 0.9588 12.23331 9.57981 6.25429 6.25429 5.02710
GR-coarse-anm-00048.dat -4.3960 5.0583 -6.4145 5.4553 -3.9222 4.1856 269.0 266.0 1.319 8.0 1.198 24 1.0373 12.24745 9.43907 7.53085 7.53085 5.95467
GR-coarse-anm-00331.dat -5.6988 6.1636 -5.7227 5.5588 -3.2249 4.1600 271.0 279.0 1.377 8.0 1.349 26 1.0157 12.02231 11.28124 6.31616 6.31616 5.93301
GR-coarse-anm-00008.dat -5.7887 4.7766 -5.5026 5.4723 -3.2897 3.3807 266.0 254.0 1.269 8.0 1.302 18 1.0009 13.39744 8.57794 6.05907 6.05907 4.89935
GR-coarse-anm-00401.dat -3.5009 3.7363 -7.6708 6.2663 -4.5535 4.6705 266.0 271.0 1.356 8.0 1.547 28 1.0022 16.57109 8.13083 6.44281 6.44281 7.19842
GR-coarse-anm-00284.dat -4.4070 3.1276 -9.2855 6.7207 -2.9744 3.6236 283.0 283.0 1.359 8.1 1.671 28 0.9658 16.13056 8.06271 7.32971 7.32971 6.05907
GR-coarse-anm-00318.dat -4.2728 3.1833 -5.2298 5.4294 -5.5005 4.2363 282.0 261.0 1.256 8.1 1.222 24 0.9892 12.04727 9.47058 6.55048 6.55048 6.44281
GR-coarse-anm-00378.dat -5.2771 4.7755 -6.0217 6.6169 -3.9592 2.7427 278.0 279.0 1.354 8.1 1.410 20 0.9860 14.35100 9.33191 7.19431 7.19431 4.89168
GR-coarse-anm-00024.dat -4.7863 4.0864 -5.6286 5.9808 -5.1482 5.0260 281.0 273.0 1.316 8.1 1.420 22 1.0087 13.29346 8.28688 6.77360 6.77360 6.25429
GR-coarse-anm-00339.dat -4.4527 4.0871 -4.8461 5.1102 -3.9630 4.0802 283.0 258.0 1.239 8.1 1.096 26 1.0392 10.65697 10.14544 8.05892 8.05892 7.53085
GR-coarse-anm-00341.dat -4.9257 4.6290 -5.8780 8.6037 -2.8685 3.6579 276.0 285.0 1.392 8.1 1.570 28 1.0440 15.79339 8.36109 6.09806 6.09806 6.31616
GR-coarse-anm-00251.dat -3.9320 4.4906 -6.3487 5.6759 -4.0546 4.6935 278.0 276.0 1.339 8.1 1.232 28 0.9862 12.59320 9.09264 6.98665 6.98665 6.05907
GR-coarse-anm-00430.dat -5.6132 5.1147 -5.4282 5.2408 -3.5659 3.6804 283.0 273.0 1.309 8.1 1.161 28 0.9989 11.67626 9.41646 7.05889 7.05889 6.44281
GR-coarse-anm-00243.dat -5.1598 4.9067 -4.3730 5.2769 -5.2587 5.2749 294.0 274.0 1.283 8.2 1.384 20 1.0020 13.89065 9.23357 6.52810 6.52810 6.77360
GR-coarse-anm-00460.dat -5.7464 5.0306 -5.9483 5.3698 -4.3118 2.9451 289.0 291.0 1.376 8.2 1.325 24 1.0311 12.97805 10.33114 6.33582 6.33582 8.05892
GR-coarse-anm-00030.dat -5.1785 4.2475 -4.1302 4.3949 -3.9539 4.0832 287.0 252.0 1.199 8.2 1.104 20 0.9841 10.70671 9.37203 8.07986 8.07986 6.09806
GR-coarse-anm-00485.dat -4.0226 5.1134 -6.2789 6.2557 -3.8778 4.5271 292.0 274.0 1.287 8.2 1.383 18 0.9693 12.82337 8.99963 5.94047 5.94047 6.98665
GR-coarse-anm-00137.dat -4.8184 5.0395 -5.0575 5.0715 -5.3305 3.2908 285.0 258.0 1.232 8.2 1.103 28 0.9722 10.53280 9.53126 7.76493 7.76493 7.05889
GR-coarse-anm-00278.dat -4.5413 3.7511 -4.3959 5.6017 -5.5983 3.8147 298.0 276.0 1.278 8.3 1.135 26 0.9925 11.79383 8.99467 7.80238 7.80238 8.07986
GR-coarse-anm-00063.dat -4.6893 4.2354 -4.4701 3.6970 -4.3814 6.4242 296.0 262.0 1.221 8.3 1.153 28 0.9867 11.31572 9.22666 8.25760 8.25760 5.94047
GR-coarse-anm-00370.dat -4.7630 4.3850 -5.0557 5.8505 -3.9357 4.8046 302.0 276.0 1.269 8.3 1.240 24 0.9832 12.46326 9.89730 5.97167 5.97167 7.76493
GR-coarse-anm-00029.dat -6.2862 6.4290 -4.9353 5.1460 -5.8088 6.1859 313.0 305.0 1.367 8.4 1.777 24 1.0071 17.59698 7.31097 6.30928 6.30928 8.25760
GR-coarse-anm-00051.dat -4.8406 4.9930 -6.2183 5.4138 -4.9682 4.2619 312.0 283.0 1.271 8.4 1.236 28 1.0257 12.61278 9.49990 6.26664 6.26664 5.97167
GR-coarse-anm-00387.dat -5.6244 6.8410 -4.4328 4.5677 -4.0862 4.5517 322.0 294.0 1.293 8.5 1.352 28 1.0034 14.31226 9.72369 6.00540 6.00540 6.30928
GR-coarse-anm-00136.dat -5.2108 4.7277 -6.0047 6.6267 -3.8434 3.5096 324.0 309.0 1.355 8.5 1.368 26 0.9656 13.48839 10.08303 6.27465 6.27465 6.26664
GR-coarse-anm-00121.dat -5.5583 5.0038 -3.8078 3.8746 -5.7240 5.7771 332.0 285.0 1.229 8.6 1.265 28 0.9894 13.11282 10.00509 6.36527 6.36527 6.00540
GR-coarse-anm-00148.dat -4.4463 3.7878 -5.3922 5.3943 -5.8085 4.8618 328.0 286.0 1.244 8.6 1.183 28 0.9700 12.73160 9.46996 7.49984 7.49984 6.27465
GR-coarse-anm-00473.dat -4.1531 4.4243 -6.9607 6.9887 -3.7144 3.5264 335.0 311.0 1.333 8.6 1.315 28 0.9812 14.39553 8.53554 7.36696 7.36696 6.00540
GR-coarse-anm-00420.dat -5.9902 7.0161 -5.2765 5.4777 -4.3391 4.4278 336.0 306.0 1.309 8.6 1.261 24 1.0250 13.36775 11.34210 6.94855 6.94855 6.27465
GR-coarse-anm-00142.dat -4.9225 5.5991 -7.2105 7.3216 -3.9110 4.2002 347.0 317.0 1.327 8.7 1.513 28 1.0169 16.84932 8.13909 7.15219 7.15219 6.94855
GR-coarse-anm-00513.dat -4.6336 4.8751 -8.2340 6.6197 -3.8827 4.1163 354.0 332.0 1.372 8.8 1.559 26 0.9538 15.39205 8.39098 7.52341 7.52341 7.15219
GR-coarse-anm-00494.dat -5.7993 6.0525 -5.4200 5.9265 -3.5631 2.9606 362.0 311.0 1.267 8.8 1.259 26 0.9844 14.48233 9.14219 6.76290 6.76290 7.15219
GR-coarse-anm-00070.dat -4.9182 4.7153 -4.8345 5.4262 -4.9817 5.2018 353.0 297.0 1.230 8.8 1.139 26 0.9790 11.72457 9.55002 8.96097 8.96097 7.15219
GR-coarse-anm-00170.dat -4.7287 4.6369 -6.1808 5.2140 -7.0536 5.9045 368.0 327.0 1.316 8.9 1.629 28 1.0086 16.72518 9.18114 5.76233 5.76233 6.76290
GR-coarse-anm-00418.dat -5.8111 5.5446 -4.3291 4.1423 -5.5757 5.3024 375.0 317.0 1.261 8.9 1.149 28 0.9861 12.65994 9.74813 7.88395 7.88395 8.96097
GR-coarse-anm-00178.dat -2.9189 4.1911 -4.7430 5.8426 -7.4759 6.8661 365.0 328.0 1.328 8.9 1.450 28 1.0086 14.45977 10.94420 6.41408 6.41408 7.52341
GR-coarse-anm-00037.dat -4.9674 5.1890 -4.2302 4.5946 -4.5086 5.0084 366.0 299.0 1.208 8.9 1.087 28 1.0142 11.58113 11.14353 8.74797 8.74797 6.76290
GR-coarse-anm-00202.dat -5.8049 6.1049 -4.0053 4.6869 -5.9495 6.3413 365.0 327.0 1.324 8.9 1.424 28 0.9902 13.78785 10.33107 5.35862 5.35862 8.96097
GR-coarse-anm-00376.dat -3.6286 3.9053 -4.5792 5.2190 -6.5560 6.3336 385.0 312.0 1.220 9.0 1.224 26 0.9551 13.50122 11.55798 7.11717 7.11717 6.41408
GR-coarse-anm-00266.dat -6.3466 5.6937 -3.1289 4.3383 -5.5753 4.4870 382.0 309.0 1.214 9.0 1.244 28 0.9837 12.89546 10.75290 6.89495 6.89495 8.74797
GR-coarse-anm-00499.dat -4.3357 5.1943 -5.1841 5.8274 -5.2024 4.7175 383.0 315.0 1.234 9.0 1.130 26 1.0146 11.75664 10.92760 8.85952 8.85952 5.35862
GR-coarse-anm-00294.dat -4.5632 4.3692 -7.5815 7.9673 -5.4304 3.1547 394.0 348.0 1.340 9.1 1.381 26 0.9755 16.51372 11.38843 7.78784 7.78784 8.85952
GR-coarse-anm-00514.dat -7.3973 6.4813 -4.9422 5.6661 -4.4536 4.3325 403.0 348.0 1.319 9.2 1.360 28 1.0474 15.17329 9.61772 6.81035 2.22798 1.41222
GR-coarse-anm-00328.dat -4.4944 4.6197 -6.8727 5.9867 -5.6005 6.0296 404.0 341.0 1.289 9.2 1.344 28 0.9680 14.98838 9.01611 8.07297 8.07297 7.78784
GR-coarse-anm-00021.dat -5.4266 5.8324 -5.0488 6.0996 -5.3349 5.5495 413.0 347.0 1.293 9.2 1.211 24 0.9955 13.91750 10.37654 8.61555 8.61555 7.78784
GR-coarse-anm-00103.dat -7.1584 7.6030 -4.6001 4.0683 -4.8528 5.9993 413.0 337.0 1.256 9.2 1.370 26 0.9709 16.00884 8.42105 8.06138 8.06138 7.78784
GR-coarse-anm-00096.dat -6.9151 6.4592 -5.0925 5.1027 -6.1185 4.1213 408.0 363.0 1.364 9.2 1.329 28 0.9648 14.32019 12.16899 6.16641 6.16641 7.78784
GR-coarse-anm-00086.dat -7.7152 10.8276 -3.6284 3.4897 -5.5819 3.0050 414.0 371.0 1.381 9.2 1.735 28 1.0035 18.62650 10.19850 6.51092 6.51092 7.78784
GR-coarse-anm-00375.dat -6.8268 7.2613 -4.2012 6.4531 -4.7002 5.7849 422.0 351.0 1.290 9.3 1.493 18 0.9854 16.21218 9.46598 8.21544 8.21544 6.51092
GR-coarse-anm-00300.dat -5.4225 6.6445 -4.9806 4.8034 -5.2520 6.2169 439.0 339.0 1.214 9.4 1.162 26 1.0364 12.46699 11.32036 8.65222 8.65222 8.21544
GR-coarse-anm-00055.dat -6.0637 5.8176 -5.9675 6.7856 -6.4727 5.0103 438.0 367.0 1.315 9.4 1.382 16 0.9911 16.62047 10.57387 8.08549 8.08549 8.21544
GR-coarse-anm-00391.dat -5.9130 6.2963 -7.5691 6.3068 -4.6345 4.7118 439.0 377.0 1.350 9.4 1.335 18 1.0218 14.42045 11.81033 7.02092 7.02092 8.21544
GR-coarse-anm-00360.dat -5.6482 6.3140 -8.0021 8.9055 -4.1158 3.9080 464.0 416.0 1.436 9.6 1.649 26 0.9805 17.20193 12.28645 5.38376 5.38376 7.02092
GR-coarse-anm-00011.dat -7.0435 6.2842 -5.3237 5.1106 -4.6005 4.9271 477.0 359.0 1.216 9.7 1.148 26 0.9715 13.51123 10.34685 9.31145 9.31145 5.38376
GR-coarse-anm-00097.dat -5.9326 5.5382 -7.5383 5.8641 -4.8471 4.8525 494.0 379.0 1.255 9.8 1.181 28 1.0497 13.59486 12.51720 7.37244 7.37244 9.31145
GR-coarse-anm-00279.dat -4.8097 4.4028 -8.3517 7.8804 -5.4434 6.0832 486.0 390.0 1.304 9.8 1.437 24 0.9819 16.44391 10.94316 8.25481 8.25481 9.31145
GR-coarse-anm-00259.dat -7.4131 6.4074 -5.5346 4.9041 -4.2246 4.5062 485.0 370.0 1.239 9.8 1.187 26 1.0116 15.22725 10.89090 10.17504 10.17504 9.31145
GR-coarse-anm-00061.dat -5.3662 5.4790 -7.3570 7.4475 -4.7767 6.6824 501.0 423.0 1.387 9.9 1.401 28 0.9887 15.72386 14.32584 6.68346 6.68346 10.17504
GR-coarse-anm-00390.dat -5.4168 5.6331 -5.5634 7.5508 -4.2481 4.4656 505.0 389.0 1.269 9.9 1.214 28 1.0142 14.39835 10.71076 8.41462 8.41462 7.37244
GR-coarse-anm-00237.dat -3.5376 4.3035 -6.4436 6.9949 -6.1574 6.0215 515.0 406.0 1.306 9.9 1.370 28 0.9891 15.43976 15.27465 6.06305 6.06305 8.25481
GR-coarse-anm-00340.dat -4.1751 5.0772 -6.7073 7.4770 -5.8172 4.9859 507.0 372.0 1.210 9.9 1.247 18 1.0159 14.98632 10.99941 6.90850 6.90850 10.17504
GR-coarse-anm-00172.dat -7.9303 9.0494 -4.2096 4.5959 -5.1627 4.9255 526.0 415.0 1.317 10.0 1.473 28 1.0201 17.11314 11.87528 6.63557 6.63557 6.90850
GR-coarse-anm-00224.dat -7.1834 6.5591 -6.3271 5.6041 -6.0913 6.7470 575.0 431.0 1.289 10.3 1.351 28 0.9822 16.70988 12.88993 6.19386 6.19386 6.63557
GR-coarse-anm-00071.dat -7.4302 8.9472 -5.2027 5.7327 -5.3730 5.9868 585.0 451.0 1.333 10.4 1.526 24 0.9903 18.66580 11.31226 6.68680 6.68680 6.19386
GR-coarse-anm-00354.dat -5.2033 4.9721 -5.8803 5.6904 -6.7011 7.0051 584.0 403.0 1.193 10.4 1.202 26 1.0142 14.17246 12.93863 7.73206 7.73206 6.19386
GR-coarse-anm-00507.dat -6.6893 8.0289 -5.6628 7.0235 -5.6582 5.1945 627.0 463.0 1.307 10.6 1.353 26 0.9632 16.55749 13.06680 7.84681 7.84681 7.73206
GR-coarse-anm-00464.dat -7.5276 7.5456 -6.8428 6.2355 -4.3417 5.0997 631.0 456.0 1.281 10.6 1.276 28 0.9549 15.57440 14.37761 6.91819 6.91819 6.68680
GR-coarse-anm-00005.dat -5.6276 5.8095 -7.8906 6.4071 -6.2821 7.0164 619.0 445.0 1.267 10.6 1.280 24 1.0247 16.37791 12.12976 7.81707 7.81707 7.73206
GR-coarse-anm-00175.dat -5.9933 5.7104 -7.8884 8.9458 -3.9447 3.2412 651.0 468.0 1.288 10.8 1.381 28 1.0111 17.35991 10.57264 9.63430 9.63430 7.84681
GR-coarse-anm-00218.dat -10.2493 6.5988 -5.1093 6.2581 -5.1267 4.3080 651.0 461.0 1.269 10.8 1.294 24 1.0299 17.87444 13.12289 8.75957 8.75957 6.91819
GR-coarse-anm-00091.dat -9.7565 8.8939 -6.6815 6.8658 -4.0253 4.7006 667.0 491.0 1.330 10.8 1.441 26 0.9765 19.00587 12.15811 7.48025 7.48025 7.81707
GR-coarse-anm-00079.dat -6.8093 6.3826 -7.7681 6.2566 -7.5371 7.9253 678.0 523.0 1.401 10.9 1.688 28 1.0094 20.46327 12.13741 6.29874 6.29874 7.48025
GR-coarse-anm-00113.dat -6.4013 5.9673 -6.6785 7.3402 -6.3325 6.6637 700.0 468.0 1.227 11.0 1.187 26 1.0102 15.66639 12.58579 10.21868 10.21868 6.29874
GR-coarse-anm-00194.dat -10.0504 6.2525 -4.4539 5.3887 -7.5021 6.0240 713.0 495.0 1.282 11.1 1.297 24 1.0228 16.36951 15.11123 8.26205 8.26205 10.21868
GR-coarse-anm-00040.dat -7.0986 9.1734 -7.2108 6.3082 -5.8082 5.9960 738.0 498.0 1.261 11.2 1.240 12 1.0484 16.95042 14.19087 9.90103 9.90103 8.26205
GR-coarse-anm-00481.dat -6.1850 7.1684 -5.7334 8.2662 -5.9048 7.7178 764.0 512.0 1.267 11.3 1.247 28 1.0474 16.91741 14.55781 9.36213 9.36213 9.90103
GR-coarse-anm-00457.dat -6.9207 5.7425 -5.9012 8.3986 -7.9983 7.1106 763.0 511.0 1.266 11.3 1.316 28 1.0093 17.48355 12.84393 8.88208 8.88208 9.90103
GR-coarse-anm-00105.dat -5.6234 6.2680 -6.4850 5.6300 -8.0082 8.0074 762.0 495.0 1.226 11.3 1.226 28 0.9890 16.44032 12.90161 9.78267 9.78267 9.90103
GR-coarse-anm-00412.dat -9.4746 9.0170 -7.0451 8.3133 -4.5005 4.7267 750.0 567.0 1.420 11.3 1.509 26 0.9729 18.69238 16.41473 7.19502 7.19502 9.90103
GR-coarse-anm-00115.dat -6.5085 5.9667 -7.5123 6.2747 -6.0472 6.2317 753.0 475.0 1.187 11.3 1.158 28 0.9537 14.77219 12.78296 8.50111 8.50111 9.90103
GR-coarse-anm-00015.dat -8.9045 6.1981 -7.2422 7.0438 -5.9567 5.4589 803.0 513.0 1.228 11.5 1.147 24 1.0393 14.87577 14.11988 10.71073 10.71073 7.19502
GR-coarse-anm-00277.dat -5.5375 5.6927 -7.0511 9.3357 -6.6034 5.6690 805.0 511.0 1.221 11.5 1.140 24 1.0180 16.65161 12.26115 11.14889 11.14889 8.50111
GR-coarse-anm-00145.dat -7.9114 5.7553 -5.3173 6.1371 -7.4163 6.8825 815.0 514.0 1.218 11.6 1.206 28 0.9946 16.80854 13.57834 9.47383 9.47383 10.71073
GR-coarse-anm-00461.dat -9.2569 10.0818 -9.3585 8.9041 -7.2795 7.5165 825.0 635.0 1.493 11.6 2.206 28 1.0042 23.67603 12.05999 6.04988 6.04988 11.14889
GR-coarse-anm-00427.dat -6.6698 8.3685 -9.8008 9.7490 -4.7663 5.3179 829.0 584.0 1.369 11.7 1.394 26 1.0498 19.93708 15.62088 8.96010 8.96010 6.04988
GR-coarse-anm-00385.dat -9.8407 8.2324 -6.4554 5.9968 -6.8822 5.3639 907.0 579.0 1.278 12.0 1.424 24 1.0159 19.64540 14.43231 7.97109 7.97109 8.96010
GR-coarse-anm-00140.dat -9.2550 8.1785 -7.8025 8.0773 -5.6613 5.7692 927.0 605.0 1.316 12.1 1.367 28 1.0198 18.46559 15.86139 7.77520 7.77520 7.97109
GR-coarse-anm-00003.dat -9.0019 7.8853 -9.8548 9.9643 -3.4419 4.3550 924.0 648.0 1.412 12.1 1.573 26 0.9648 20.40944 18.35321 6.68636 6.68636 7.97109
GR-coarse-anm-00135.dat -6.8215 6.5595 -6.8580 6.3171 -9.6446 8.8187 965.0 588.0 1.245 12.3 1.366 28 1.0382 18.67756 14.01216 9.03733 9.03733 6.68636
GR-coarse-anm-00249.dat -9.4753 9.6392 -6.8380 6.6420 -10.8736 8.7373 1017.0 719.0 1.470 12.5 1.988 22 0.9954 24.12523 13.43507 6.78258 6.78258 9.03733
GR-coarse-anm-00434.dat -8.5041 8.5322 -6.7393 8.0139 -4.6999 5.3847 1074.0 622.0 1.226 12.7 1.235 28 0.9798 18.23909 15.72338 8.64141 8.64141 6.78258
GR-coarse-anm-00088.dat -7.2088 9.0509 -5.8860 5.3294 -10.2895 8.2277 1079.0 663.0 1.303 12.7 1.372 26 0.9993 19.40546 16.64669 8.07534 8.07534 6.78258
GR-coarse-anm-00074.dat -6.3736 7.1179 -10.2988 10.5646 -7.9073 6.9137 1158.0 693.0 1.300 13.0 1.432 28 0.9515 22.36539 16.16346 7.28460 7.28460 8.07534
GR-coarse-anm-00365.dat -8.2294 5.8941 -6.7441 7.9338 -9.1237 8.3444 1201.0 678.0 1.241 13.2 1.189 24 1.0119 17.95943 17.59775 11.04508 11.04508 7.28460
GR-coarse-anm-00201.dat -9.7645 9.0276 -9.3211 10.9054 -7.5398 7.9352 1234.0 746.0 1.341 13.3 1.696 26 0.9838 24.57758 12.08205 10.78483 10.78483 11.04508
GR-coarse-anm-00206.dat -9.7259 9.0114 -6.7655 8.1020 -5.6402 6.5599 1241.0 710.0 1.271 13.3 1.269 20 1.0083 22.53231 16.16903 12.31084 12.31084 11.04508
GR-coarse-anm-00250.dat -8.1871 7.2832 -6.7519 6.2353 -7.5887 7.9246 1290.0 658.0 1.148 13.5 1.073 26 1.0254 17.78133 15.54790 13.89048 13.89048 10.78483
GR-coarse-anm-00153.dat -8.6750 9.2137 -11.1295 9.7128 -7.0541 6.5076 1298.0 830.0 1.443 13.5 1.695 24 1.0114 23.46612 21.28345 6.30754 6.30754 12.31084
GR-coarse-anm-00176.dat -8.4743 8.5187 -8.4515 8.0848 -6.0467 7.8284 1321.0 760.0 1.305 13.6 1.389 20 1.0166 22.43053 16.43551 9.03782 9.03782 6.30754
GR-coarse-anm-00409.dat -10.0155 10.8454 -6.4584 8.2793 -5.8094 8.0881 1329.0 757.0 1.295 13.6 1.278 26 1.0213 21.48339 16.08700 10.14750 10.14750 13.89048
GR-coarse-anm-00020.dat -9.2268 8.5855 -10.3162 10.5381 -8.8339 6.5921 1328.0 770.0 1.318 13.6 1.589 22 0.9689 24.31150 14.15879 11.62999 11.62999 6.30754
GR-coarse-anm-00073.dat -10.2451 7.1266 -8.9317 10.7031 -6.2837 8.0259 1368.0 788.0 1.323 13.8 1.328 28 0.9834 21.06736 17.68717 11.09506 11.09506 11.62999
GR-coarse-anm-00252.dat -8.3211 7.6322 -9.3857 8.7054 -6.4254 5.5814 1489.0 747.0 1.184 14.2 1.219 28 0.9839 20.14946 15.37367 10.42228 10.42228 11.09506
GR-coarse-anm-00177.dat -8.8878 8.4641 -9.7387 8.9933 -7.3382 7.1652 1570.0 818.0 1.252 14.4 1.157 24 1.0047 21.53276 16.00596 14.91600 14.91600 10.42228
GR-coarse-anm-00449.dat -8.0784 11.0327 -8.4619 7.0037 -7.2252 6.5541 1695.0 840.0 1.222 14.8 1.129 26 0.9796 20.68941 17.66366 16.49694 16.49694 14.91600
GR-coarse-anm-00398.dat -10.4695 8.0784 -12.2512 11.9515 -6.1688 5.8713 1772.0 942.0 1.330 15.0 1.493 26 0.9632 25.39031 19.00477 9.24856 9.24856 16.49694
GR-coarse-anm-00187.dat -9.1459 11.9919 -13.7462 11.7833 -6.9035 7.5933 1948.0 996.0 1.320 15.5 1.490 26 0.9703 28.90817 16.28868 12.19806 12.19806 9.24856
GR-coarse-anm-00022.dat -13.0961 10.1644 -8.5905 8.8912 -6.3611 5.6810 2047.0 962.0 1.234 15.8 1.286 18 0.9850 24.61148 16.20149 13.50071 13.50071 12.19806
GR-coarse-anm-00200.dat -10.3054 9.2304 -9.5232 8.5889 -8.8447 9.4380 2200.0 984.0 1.203 16.1 1.170 28 0.9690 22.37625 19.23654 15.36753 15.36753 13.50071
GR-coarse-anm-00186.dat -6.9273 7.9883 -11.1013 12.6098 -8.1327 9.6282 2263.0 1020.0 1.224 16.3 1.338 22 0.9844 25.54004 17.59872 13.42364 13.42364 15.36753
GR-coarse-anm-00444.dat -12.3066 12.8871 -10.5888 10.4255 -10.0823 11.1965 3008.0 1271.0 1.261 17.9 1.437 28 0.9562 30.96101 21.26127 12.59880 12.59880 13.42364
GR-coarse-anm-00167.dat -11.8196 10.7820 -10.2073 14.2967 -13.9438 14.9035 3470.0 1537.0 1.387 18.8 1.722 24 0.9553 36.15474 21.59757 10.73472 10.73472 12.59880
