Slab-anm-000038.dat     -8.07173652      8.32987517    -10.83524476      9.27622649    -15.47769935     14.25020302   4068.39573405   1455.18021169 1.18073  19.80652  1.33596    26   0.99972   30.620534    20.558362    13.717933     2.232154     1.498649
Slab-anm-000039.dat     -8.10460388      7.72413053     -4.88747456      5.16696557    -11.31571114     11.38307981   1643.82437508    813.80316856 1.20818  14.64262  1.37047    26   1.00576   23.945755    16.035905     9.451379     2.533573     1.696674
Slab-anm-000040.dat     -7.89262661      7.67457843     -7.74642930      9.64896034    -15.07350686     16.88980016   3178.56214903   1277.41371035 1.22188  18.24221  1.50124    26   0.99987   32.323395    19.928814    10.792358     2.995026     1.846567
Slab-anm-000041.dat     -9.16211695      8.27344655    -10.78001893     10.84815295    -18.29785588     15.14155177   5228.90774950   1770.06090134 1.21496  21.53463  1.40617    26   0.99941   34.634417    24.096987    13.766165     2.515909     1.750450
Slab-anm-000042.dat     -8.42369145      9.29673686     -8.01855702      7.57524383    -12.84764185     11.81679189   2735.04868406   1099.44269899 1.16246  17.35091  1.27610    26   1.00047   26.793918    18.714355    11.946274     2.242868     1.566543
Slab-anm-000043.dat     -6.87480496      6.06458246    -11.39438797     12.43997433    -13.77541209     12.84389137   3907.84917486   1541.20024531 1.28455  19.54248  1.42118    26   1.00588   30.210690    30.249003    10.655584     2.835198     2.838794
Slab-anm-000044.dat     -8.75880514     10.76787403     -6.98808015      7.31001879    -12.09436792      9.62028016   2372.64312308    973.20942964 1.13127  16.54797  1.15053    26   1.00080   22.700168    19.749288    13.276852     1.709755     1.487498
Slab-anm-000045.dat     -7.51479353      6.51581502     -8.29376717      7.29646168    -17.58307930     18.39448690   2487.84338488   1206.93531327 1.35931  16.81156  1.92391    26   0.99705   36.276289    17.052608     9.948360     3.646459     1.714112
Slab-anm-000046.dat     -7.97586860      8.86359077     -8.21737314      7.60398172    -13.93822099     18.76007293   2976.92081550   1307.46320083 1.30647  17.84800  1.55692    26   0.99883   32.779690    17.260636    13.874205     2.362636     1.244081
Slab-anm-000047.dat     -6.68606173      5.65917455     -8.84058974      7.78365481    -15.36144921     14.51713075   2561.13555796   1130.97319069 1.24934  16.97506  1.51156    26   0.99842   30.298742    16.802280    11.484939     2.638128     1.462984
Slab-anm-000048.dat     -9.76998522      9.10748543     -9.56023137      9.31404461    -15.32004243     18.71895027   4969.92105945   1759.28207752 1.24916  21.17306  1.40518    26   0.99167   34.148048    22.192634    15.676721     2.178265     1.415643
Slab-anm-000049.dat     -8.14336665     10.26452590     -7.38113648      7.61245007     -8.81144557     11.32245068   2274.86869821   1017.91216814 1.21690  16.31746  1.26060    26   1.00274   24.496207    20.893141    11.486125     2.132678     1.818990
Slab-anm-000050.dat     -7.17006843      7.23281753     -9.81365067      9.10927078    -13.46980049     15.30566481   3724.70988674   1344.06900164 1.15667  19.23230  1.25421    26   1.00037   29.104327    19.456563    14.610024     1.992079     1.331727
