Name  xlow xhi ylow yhi zlow zhi  volume  surf._area  norm_surf_area Equiv._sph._diam.  Itrace Nnn Norm._Gauss_Curvature length(mm) width(mm) thickness(mm) L/T W/T
AZ0.5-anm-00051.dat -5.6952 7.4859 -6.3154 6.7823 -3.4968 3.5380 400.0 385.0 1.467 9.1 1.642 30 0.9978 16.8385 14.5744 4.6951 4.6951 5.7990
AZ0.5-anm-00080.dat -8.0665 8.1348 -9.2901 9.1315 -3.0186 3.5096 389.0 398.0 1.544 9.1 2.644 24 0.9629 22.8408 8.6215 4.8685 4.8685 4.8955
AZ0.5-anm-00244.dat -4.6725 5.7217 -7.4623 6.7761 -4.0962 3.5365 395.0 327.0 1.256 9.1 1.295 28 1.0281 14.6198 10.0771 7.5360 7.5360 6.4054
AZ0.5-anm-00074.dat -4.6926 3.9271 -6.5005 7.1828 -4.7439 4.9862 406.0 320.0 1.207 9.2 1.316 30 1.0075 14.3318 9.2646 7.2462 7.2462 7.5360
AZ0.5-anm-00182.dat -5.4357 5.4361 -6.7310 7.0134 -4.1003 4.8413 415.0 346.0 1.285 9.3 1.289 30 1.0125 14.6346 10.3619 7.6825 7.6825 7.2462
AZ0.5-anm-00061.dat -9.4110 9.2671 -5.6026 5.5856 -3.3657 3.3390 424.0 395.0 1.446 9.3 1.960 18 0.9730 20.4153 10.4222 4.7807 4.7807 7.2462
AZ0.5-anm-00198.dat -5.0034 4.4270 -10.1933 10.6873 -6.7492 6.6063 420.0 449.0 1.655 9.3 2.957 26 0.9866 23.5034 9.4041 4.9383 4.9383 7.2462
AZ0.5-anm-00077.dat -4.9678 5.8162 -8.1453 8.6061 -5.1501 5.0791 435.0 404.0 1.455 9.4 1.589 26 0.9735 18.3100 12.2316 5.5331 5.5331 4.7807
AZ0.5-anm-00225.dat -8.2810 6.5248 -9.2251 9.5120 -6.2644 6.3585 429.0 439.0 1.595 9.4 2.395 30 0.9808 23.7712 10.4458 5.4583 5.4583 4.9383
AZ0.5-anm-00200.dat -6.0130 4.8394 -4.7642 5.2172 -5.6669 5.1695 453.0 316.0 1.107 9.5 1.071 30 0.9974 11.0487 10.2767 9.8375 9.8375 5.5331
AZ0.5-anm-00124.dat -7.1761 6.8241 -6.0601 5.6363 -2.9626 3.5988 446.0 368.0 1.304 9.5 1.392 30 0.9730 16.4427 12.2041 6.3911 6.3911 5.4583
AZ0.5-anm-00255.dat -4.8067 5.6463 -8.6540 9.6974 -3.7260 3.0168 467.0 417.0 1.433 9.6 1.947 26 0.9908 18.8156 9.4103 5.8555 5.8555 9.8375
AZ0.5-anm-00178.dat -5.8299 5.5106 -6.6000 5.1495 -4.0358 4.6293 463.0 324.0 1.119 9.6 1.091 28 0.9673 12.2599 11.4261 8.4825 8.4825 6.3911
AZ0.5-anm-00231.dat -6.8263 7.6375 -6.0098 5.8309 -4.7431 4.9326 469.0 380.0 1.301 9.6 1.419 30 1.0410 16.7008 10.2263 7.1244 7.1244 9.8375
AZ0.5-anm-00253.dat -12.8675 12.8708 -4.1141 3.7034 -2.5583 4.4046 456.0 435.0 1.518 9.6 2.543 30 1.0217 25.8751 7.7863 6.8488 6.8488 6.3911
AZ0.5-anm-00222.dat -7.0421 6.3391 -4.9980 6.3812 -4.4045 3.7881 480.0 371.0 1.252 9.7 1.253 30 0.9788 14.1617 12.3206 6.5556 6.5556 6.8488
AZ0.5-anm-00146.dat -5.5764 6.0477 -5.7379 4.4419 -4.5333 5.6138 481.0 355.0 1.196 9.7 1.164 30 1.0113 13.7010 12.9044 7.7383 7.7383 5.8555
AZ0.5-anm-00052.dat -6.7845 7.2480 -3.5196 4.0161 -5.4561 5.4551 484.0 340.0 1.141 9.7 1.281 30 1.0186 14.8534 9.8623 6.1062 6.1062 8.4825
AZ0.5-anm-00186.dat -6.8541 7.7026 -5.9530 4.8824 -5.7014 3.6633 471.0 386.0 1.319 9.7 1.307 30 1.0240 15.5215 12.0927 8.2282 8.2282 7.1244
AZ0.5-anm-00093.dat -8.3997 7.4808 -6.3940 6.6752 -4.2959 5.1197 475.0 415.0 1.411 9.7 1.757 28 1.0063 18.3264 11.6035 4.9009 4.9009 6.8488
AZ0.5-anm-00254.dat -11.0828 9.5321 -6.0809 5.2334 -2.8585 2.8480 491.0 453.0 1.504 9.8 2.132 30 1.0117 20.7884 11.2900 5.4981 5.4981 6.1062
AZ0.5-anm-00151.dat -5.0876 5.1896 -7.6073 6.6603 -3.9283 4.6681 492.0 368.0 1.222 9.8 1.261 30 0.9642 15.0203 10.7781 8.8275 8.8275 8.2282
AZ0.5-anm-00003.dat -10.2322 10.2085 -4.9916 3.0594 -3.9445 5.0351 486.0 418.0 1.399 9.8 1.934 20 1.0389 21.0527 9.0860 6.6036 6.6036 4.9009
AZ0.5-anm-00060.dat -7.0225 6.8097 -4.4322 6.0050 -5.1512 4.6696 512.0 384.0 1.241 9.9 1.247 30 0.9792 14.5218 13.0063 8.0336 8.0336 6.6036
AZ0.5-anm-00163.dat -5.1603 7.2801 -4.8305 7.7384 -6.5469 4.8886 504.0 405.0 1.322 9.9 1.386 30 0.9582 16.0097 12.9444 7.1968 7.1968 5.4981
AZ0.5-anm-00081.dat -4.1436 4.0681 -10.2291 9.5998 -6.8691 6.1454 513.0 436.0 1.406 9.9 1.905 24 1.0480 21.3832 10.8759 5.9577 5.9577 8.8275
AZ0.5-anm-00128.dat -7.2355 7.0040 -5.5779 5.7971 -4.7661 4.2267 508.0 365.0 1.185 9.9 1.265 30 0.9921 16.0691 10.5036 8.1870 8.1870 6.6036
AZ0.5-anm-00097.dat -6.7871 6.9891 -3.9258 4.9631 -6.7469 5.0465 529.0 409.0 1.293 10.0 1.285 22 1.0058 16.9020 10.5460 8.4136 8.4136 5.9577
AZ0.5-anm-00130.dat -5.8560 7.6380 -6.4023 5.7488 -4.1653 4.0262 527.0 372.0 1.179 10.0 1.167 30 1.0026 13.8670 12.0865 8.0740 8.0740 8.1870
AZ0.5-anm-00118.dat -6.3005 4.6954 -7.1567 7.6747 -7.1850 6.0311 520.0 437.0 1.398 10.0 1.610 30 0.9770 18.8023 11.7224 6.4285 6.4285 8.0336
AZ0.5-anm-00008.dat -8.8964 7.1835 -6.0669 5.6044 -4.8680 4.4885 524.0 399.0 1.270 10.0 1.284 30 0.9895 16.2166 11.3881 8.5624 8.5624 7.1968
AZ0.5-anm-00043.dat -6.5780 7.8021 -5.4799 6.8593 -4.3970 3.9125 520.0 392.0 1.254 10.0 1.255 18 0.9579 15.0198 13.0121 8.1742 8.1742 5.9577
AZ0.5-anm-00096.dat -6.4466 4.7548 -6.2460 6.4532 -4.6973 5.4753 531.0 363.0 1.145 10.0 1.107 30 0.9943 14.2570 10.2814 9.6052 9.6052 8.1870
AZ0.5-anm-00063.dat -5.3416 7.1320 -5.2088 5.9960 -4.5987 4.3973 560.0 385.0 1.172 10.2 1.142 30 1.0105 13.5837 12.3644 8.1414 8.1414 8.5624
AZ0.5-anm-00170.dat -5.5467 5.1033 -6.2012 5.6391 -5.9758 4.6026 561.0 388.0 1.180 10.2 1.104 28 0.9619 13.4289 11.3814 10.1718 10.1718 8.1742
AZ0.5-anm-00141.dat -12.2647 9.2362 -4.2539 4.5865 -5.5264 4.1811 550.0 472.0 1.455 10.2 2.075 16 0.9993 22.3771 11.6487 5.6875 5.6875 9.6052
AZ0.5-anm-00010.dat -7.4563 8.7341 -7.7231 6.2266 -2.7513 4.2236 570.0 462.0 1.389 10.3 1.516 30 1.0273 18.6623 13.6767 6.5862 6.5862 5.6875
AZ0.5-anm-00233.dat -6.1489 6.9056 -7.1781 6.8227 -5.1758 5.3872 597.0 409.0 1.193 10.4 1.337 30 0.9963 15.7990 12.0715 6.0818 6.0818 6.5862
AZ0.5-anm-00015.dat -6.4906 6.6382 -7.7900 7.3708 -4.0860 4.5692 590.0 429.0 1.261 10.4 1.280 30 0.9685 15.6041 13.5328 7.0557 7.0557 6.5862
AZ0.5-anm-00214.dat -6.5048 7.3938 -5.1082 5.4666 -4.1194 5.6317 593.0 380.0 1.113 10.4 1.098 30 1.0194 13.9631 11.1485 9.6683 9.6683 6.5862
AZ0.5-anm-00196.dat -7.3916 8.1387 -6.0900 6.3194 -7.1706 6.2554 586.0 464.0 1.370 10.4 1.632 30 1.0296 18.3956 12.6967 5.5366 5.5366 6.5862
AZ0.5-anm-00072.dat -6.3770 8.2272 -7.3834 7.0031 -4.6641 3.8758 598.0 422.0 1.229 10.5 1.221 30 0.9950 15.5370 12.1175 8.2314 8.2314 5.5366
AZ0.5-anm-00045.dat -8.3050 5.4957 -7.6983 8.2145 -5.2689 5.0452 620.0 451.0 1.283 10.6 1.294 26 0.9845 17.0609 13.3322 8.6785 8.6785 8.2314
AZ0.5-anm-00027.dat -5.7913 5.8413 -8.4480 9.1899 -4.6715 4.1748 620.0 431.0 1.226 10.6 1.317 20 0.9690 17.9729 11.4498 8.8774 8.8774 8.2314
AZ0.5-anm-00050.dat -6.4828 6.8138 -7.4142 6.4817 -4.7654 4.2102 630.0 431.0 1.213 10.6 1.286 28 0.9609 16.6076 10.9415 8.4090 8.4090 8.2314
AZ0.5-anm-00242.dat -6.2132 7.7834 -7.9559 5.6207 -5.2877 4.8928 626.0 433.0 1.224 10.6 1.230 28 1.0185 17.2602 11.6980 9.4317 9.4317 8.2314
AZ0.5-anm-00206.dat -7.8578 6.9775 -5.4295 5.9164 -5.0146 5.5628 617.0 407.0 1.161 10.6 1.157 30 0.9894 15.4927 11.2665 9.3061 9.3061 8.2314
AZ0.5-anm-00228.dat -5.9833 7.0661 -6.7595 5.7569 -4.4761 6.2863 638.0 445.0 1.241 10.7 1.202 30 0.9759 15.5775 13.9525 8.5918 8.5918 8.6785
AZ0.5-anm-00129.dat -8.4478 7.6893 -6.0635 7.1115 -4.4120 3.3668 650.0 462.0 1.273 10.7 1.431 30 1.0148 18.5566 12.5333 7.3570 7.3570 8.8774
AZ0.5-anm-00230.dat -6.7578 6.1043 -6.4223 6.1311 -5.3955 6.5962 649.0 447.0 1.233 10.7 1.263 30 0.9923 16.1142 13.5179 7.4894 7.4894 8.4090
AZ0.5-anm-00138.dat -8.1882 6.7414 -7.8338 9.1315 -3.2349 4.3773 635.0 487.0 1.364 10.7 1.506 30 0.9908 17.0528 14.7275 6.1382 6.1382 9.4317
AZ0.5-anm-00087.dat -7.1424 6.7405 -5.0355 7.3628 -5.0333 5.1676 648.0 467.0 1.289 10.7 1.253 28 0.9566 15.7346 13.1431 9.8380 9.8380 9.3061
AZ0.5-anm-00059.dat -6.7118 8.7142 -8.4005 7.1296 -5.2278 7.3627 662.0 504.0 1.372 10.8 1.438 26 1.0127 19.5395 13.0836 9.6776 9.6776 8.5918
AZ0.5-anm-00106.dat -7.9034 7.1371 -7.6175 9.3128 -4.8297 4.1401 665.0 490.0 1.329 10.8 1.442 30 1.0038 19.1412 11.7142 8.4640 8.4640 7.3570
AZ0.5-anm-00159.dat -5.7579 5.2505 -6.2644 6.9502 -5.0411 6.1822 655.0 422.0 1.157 10.8 1.180 30 0.9962 14.9887 11.3319 8.8511 8.8511 7.4894
AZ0.5-anm-00243.dat -6.8244 6.6980 -7.8444 8.6936 -5.2928 6.3526 657.0 493.0 1.349 10.8 1.416 28 1.0220 17.5837 14.4126 7.8334 7.8334 6.1382
AZ0.5-anm-00136.dat -11.7045 8.5366 -6.2903 7.0246 -5.0268 4.3848 662.0 518.0 1.410 10.8 1.650 30 1.0064 21.3207 11.8595 7.3754 7.3754 9.8380
AZ0.5-anm-00172.dat -6.3926 5.1369 -7.8579 8.2799 -6.3740 5.4104 698.0 473.0 1.243 11.0 1.251 30 1.0020 17.1315 13.6797 9.0740 9.0740 7.8334
AZ0.5-anm-00190.dat -9.9432 8.9184 -5.5110 5.7659 -6.2743 6.2566 697.0 493.0 1.297 11.0 1.492 30 0.9792 21.2797 11.2833 7.8207 7.8207 7.3754
AZ0.5-anm-00014.dat -7.8465 9.1785 -6.5852 6.0334 -5.6401 6.4332 709.0 520.0 1.352 11.1 1.423 30 1.0038 18.3594 12.7005 10.9190 10.9190 9.0740
AZ0.5-anm-00210.dat -5.7075 4.4256 -11.2051 11.8068 -4.4458 4.9236 722.0 544.0 1.398 11.1 2.097 24 1.0032 23.2807 10.1794 5.9798 5.9798 7.8207
AZ0.5-anm-00002.dat -6.2250 5.3330 -7.6357 6.6506 -7.6944 6.9311 746.0 515.0 1.295 11.3 1.408 30 1.0130 17.3920 14.4569 6.9114 6.9114 10.9190
AZ0.5-anm-00016.dat -7.8551 8.3782 -6.4090 9.4195 -5.6263 5.2048 751.0 526.0 1.317 11.3 1.410 26 1.0375 19.3122 12.3521 7.8575 7.8575 5.9798
AZ0.5-anm-00154.dat -7.9453 8.5416 -6.5694 6.6413 -7.2048 5.6777 775.0 508.0 1.245 11.4 1.345 30 0.9997 19.6967 12.4042 9.5066 9.5066 7.8575
AZ0.5-anm-00168.dat -5.2172 4.7244 -6.3569 8.9276 -7.7610 6.2317 772.0 499.0 1.226 11.4 1.234 30 0.9909 15.9987 15.2966 9.7427 9.7427 6.9114
AZ0.5-anm-00145.dat -6.8676 5.3245 -7.6065 6.2885 -5.8695 5.7747 781.0 474.0 1.156 11.4 1.107 22 0.9907 14.4277 13.2370 10.1133 10.1133 7.8575
AZ0.5-anm-00101.dat -8.1890 7.6863 -7.4842 8.1173 -4.5902 6.8158 795.0 539.0 1.298 11.5 1.286 30 0.9996 17.8091 15.2799 10.2955 10.2955 9.7427
AZ0.5-anm-00134.dat -8.8907 7.4899 -8.1521 10.8721 -11.1309 8.7390 797.0 650.0 1.564 11.5 2.278 28 1.0045 27.0822 15.6192 5.8299 5.8299 10.1133
AZ0.5-anm-00212.dat -8.2150 7.1959 -7.5203 8.2411 -5.2174 5.8849 831.0 544.0 1.273 11.7 1.275 20 0.9839 17.2371 13.9508 9.4438 9.4438 5.8299
AZ0.5-anm-00169.dat -5.5294 5.5444 -6.6705 9.9991 -8.5828 7.6563 868.0 566.0 1.286 11.8 1.279 30 0.9962 18.3098 13.3067 12.8297 12.8297 9.4438
AZ0.5-anm-00089.dat -8.0607 7.5403 -6.7219 7.6969 -5.3187 6.0264 907.0 532.0 1.174 12.0 1.117 30 0.9935 16.0320 13.0544 11.7579 11.7579 12.8297
AZ0.5-anm-00137.dat -8.6238 7.6074 -6.2045 5.2847 -6.3928 5.9272 984.0 560.0 1.170 12.3 1.139 18 1.0208 16.5328 12.6442 11.6623 11.6623 11.7579
AZ0.5-anm-00085.dat -5.8709 7.1943 -11.3043 8.3382 -6.9788 5.8562 994.0 627.0 1.302 12.4 1.578 28 0.9568 22.8835 12.6782 9.3089 9.3089 11.6623
AZ0.5-anm-00068.dat -7.0751 7.6296 -6.1824 6.8357 -6.4860 6.2888 1051.0 540.0 1.080 12.6 1.095 30 0.9996 17.4937 12.5135 12.0399 12.0399 9.3089
AZ0.5-anm-00139.dat -6.6083 8.7160 -6.8061 6.8210 -6.8024 6.1087 1068.0 568.0 1.124 12.7 1.113 30 1.0108 16.6184 12.7180 12.1019 12.1019 12.0399
AZ0.5-anm-00164.dat -6.9342 5.8975 -10.1720 9.7522 -6.6871 6.6983 1093.0 655.0 1.276 12.8 1.502 30 0.9927 22.7875 12.4099 9.2594 9.2594 12.1019
AZ0.5-anm-00047.dat -6.5153 6.7823 -9.3872 8.5871 -6.6626 5.1724 1111.0 609.0 1.174 12.8 1.203 30 1.0083 19.2246 12.8368 10.8982 10.8982 12.1019
AZ0.5-anm-00160.dat -5.7343 5.3727 -9.2022 8.8577 -6.7371 7.1452 1101.0 569.0 1.103 12.8 1.148 30 1.0013 18.8560 12.9584 11.6016 11.6016 12.1019
AZ0.5-anm-00058.dat -6.7310 5.7523 -12.1147 11.5653 -6.0709 5.5386 1171.0 686.0 1.277 13.1 1.575 30 0.9937 24.7778 13.4545 8.7034 8.7034 11.6016
AZ0.5-anm-00033.dat -9.7173 11.8127 -12.5467 11.1810 -3.9538 5.0828 1428.0 854.0 1.393 14.0 1.867 30 0.9989 28.6916 13.2015 8.1629 8.1629 8.7034
