Name length(mm) width(mm) thick(mm) L/T W/T T/T
MA120E1-anm-00001.dat   22.34626   17.23334   10.80291    2.06854    1.59525    1.00000
MA120E1-anm-00002.dat   25.24278   21.05324   11.12781    2.26844    1.89195    1.00000
MA120E1-anm-00003.dat   19.03788   10.01017    6.97678    2.72875    1.43478    1.00000
MA120E1-anm-00004.dat   31.96256   24.41396   21.71697    1.47178    1.12419    1.00000
MA120E1-anm-00005.dat   19.98823   16.49092    5.16232    3.87195    3.19448    1.00000
MA120E1-anm-00006.dat   20.06331   18.91461   11.43092    1.75518    1.65469    1.00000
MA120E1-anm-00007.dat   21.40985   18.37866   16.38829    1.30641    1.12145    1.00000
MA120E1-anm-00008.dat   18.39664   14.66462   10.70015    1.71929    1.37051    1.00000
MA120E1-anm-00009.dat   26.14347   24.68894   17.59905    1.48550    1.40286    1.00000
MA120E1-anm-00010.dat   21.19793   19.16781    9.06634    2.33809    2.11417    1.00000
MA120E1-anm-00011.dat   28.41623   24.65485   17.00334    1.67121    1.45000    1.00000
MA120E1-anm-00012.dat   25.66698   19.74254   15.12904    1.69654    1.30494    1.00000
MA120E1-anm-00013.dat   26.25913   20.45959    8.22959    3.19082    2.48610    1.00000
MA120E1-anm-00014.dat   26.87647   20.82892   18.80867    1.42894    1.10741    1.00000
MA120E1-anm-00015.dat   27.90947   21.96693   18.38487    1.51807    1.19484    1.00000
MA120E1-anm-00016.dat   15.45626   13.40509    6.43244    2.40286    2.08398    1.00000
MA120E1-anm-00017.dat   24.08197   21.19534   12.46560    1.93187    1.70031    1.00000
MA120E1-anm-00018.dat   29.03220   20.43884   12.00448    2.41845    1.70260    1.00000
MA120E1-anm-00019.dat   16.67722   14.46002   12.06565    1.38221    1.19844    1.00000
MA120E1-anm-00023.dat   33.29520   21.59387   15.18441    2.19272    1.42211    1.00000
MA120E1-anm-00024.dat   19.39655   14.92313   12.38612    1.56599    1.20483    1.00000
MA120E1-anm-00025.dat   22.43218   19.47840   11.76212    1.90715    1.65603    1.00000
MA120E1-anm-00026.dat   24.80809   23.76859   11.61789    2.13533    2.04586    1.00000
MA120E1-anm-00027.dat   21.99224   18.67184    9.78224    2.24818    1.90875    1.00000
MA120E1-anm-00029.dat   21.89312   17.94047   13.13892    1.66628    1.36544    1.00000
MA120E1-anm-00030.dat   21.57624   16.68186   12.49051    1.72741    1.33556    1.00000
MA120E1-anm-00031.dat   18.72519   17.84573   12.91752    1.44960    1.38151    1.00000
MA120E1-anm-00033.dat   17.49946   10.29862    9.18636    1.90494    1.12108    1.00000
MA120E1-anm-00034.dat   27.29190   21.16307   10.50564    2.59783    2.01445    1.00000
MA120E1-anm-00040.dat   23.36468   13.30271    7.90737    2.95480    1.68232    1.00000
MA120E1-anm-00041.dat   22.08708   22.31398   16.22805    1.36104    1.37503    1.00000
MA120E1-anm-00042.dat   27.84088   14.73051   11.65603    2.38854    1.26377    1.00000
MA120E1-anm-00043.dat   15.38474   11.24270    3.62004    4.24988    3.10569    1.00000
MA120E1-anm-00044.dat   25.77423   19.34153    8.81533    2.92380    2.19408    1.00000
MA120E1-anm-00045.dat   34.96650   21.31104   14.49679    2.41202    1.47005    1.00000
MA120E1-anm-00046.dat   25.07643   20.62892   15.18900    1.65096    1.35815    1.00000
MA120E1-anm-00048.dat   22.42487   15.95714   12.98350    1.72718    1.22903    1.00000
MA120E1-anm-00049.dat   19.25380   14.29625    4.70810    4.08951    3.03652    1.00000
MA120E1-anm-00050.dat   25.71038   17.41836    9.87204    2.60437    1.76441    1.00000
MA120E1-anm-00051.dat   19.80251   15.39725    5.74882    3.44462    2.67833    1.00000
MA120E1-anm-00052.dat   13.75160    9.39982    6.83286    2.01257    1.37568    1.00000
MA120E1-anm-00053.dat   18.65362   14.14399    9.18154    2.03164    1.54048    1.00000
MA120E1-anm-00054.dat   17.14349   13.72486    5.88763    2.91178    2.33113    1.00000
MA120E1-anm-00055.dat   24.09083   18.69130   13.75844    1.75099    1.35853    1.00000
MA120E1-anm-00056.dat   23.64150   20.68093   13.06823    1.80908    1.58254    1.00000
MA120E1-anm-00057.dat   16.28581   12.80236    8.01609    2.03164    1.59708    1.00000
MA120E1-anm-00058.dat   29.90309   18.35641    8.95358    3.33979    2.05018    1.00000
MA120E1-anm-00059.dat   29.73672   19.16333   14.99542    1.98305    1.27795    1.00000
MA120E1-anm-00060.dat   15.74026   11.90635    8.46451    1.85956    1.40662    1.00000
MA120E1-anm-00061.dat   20.28866   17.73368    8.90421    2.27855    1.99161    1.00000
MA120E1-anm-00062.dat   16.29434   15.79661    7.72524    2.10924    2.04481    1.00000
MA120E1-anm-00063.dat   18.78115    7.81799    5.08183    3.69575    1.53842    1.00000
MA120E1-anm-00064.dat   22.77901   13.93484   10.68333    2.13220    1.30435    1.00000
MA120E1-anm-00065.dat   24.84398   17.62921   12.99574    1.91170    1.35654    1.00000
MA120E1-anm-00066.dat   23.90739   14.43535    9.85128    2.42683    1.46533    1.00000
MA120E1-anm-00067.dat   27.08763   22.27803   17.37431    1.55906    1.28224    1.00000
MA120E1-anm-00068.dat   13.03741   12.21545    7.87880    1.65474    1.55042    1.00000
MA120E1-anm-00069.dat   19.54852   13.77049    8.92890    2.18935    1.54224    1.00000
MA120E1-anm-00070.dat   20.68364   18.60094   14.73935    1.40329    1.26199    1.00000
MA120E1-anm-00071.dat   19.70055   19.12383    8.04309    2.44938    2.37767    1.00000
MA120E1-anm-00072.dat   20.25325   13.58806   10.98728    1.84334    1.23671    1.00000
