   0   0      281.9546120563        0.0000000000
   1   1       -0.9758044925       -3.0515067753
   1   0        1.7561934024        0.0000000000
   1  -1        0.9758044925       -3.0515067753
   2   2       19.2320252542        3.3015243968
   2   1       39.0499920863       -8.0383009339
   2   0       16.6064532765        0.0000000000
   2  -1      -39.0499920863       -8.0383009339
   2  -2       19.2320252542       -3.3015243968
   3   3        1.3668130800       12.6147320313
   3   2        0.1920434174        0.3437245684
   3   1       -2.0186389562       -4.8949639031
   3   0       -3.8077297121        0.0000000000
   3  -1        2.0186389562       -4.8949639031
   3  -2        0.1920434174       -0.3437245684
   3  -3       -1.3668130800       12.6147320313
   4   4        3.0661713091       -2.4913299270
   4   3        7.7479438930       -3.4285669655
   4   2        9.6990315301        1.3091429219
   4   1       -0.8580486391        3.3272169513
   4   0        0.3970839247        0.0000000000
   4  -1        0.8580486391        3.3272169513
   4  -2        9.6990315301       -1.3091429219
   4  -3       -7.7479438930       -3.4285669655
   4  -4        3.0661713091        2.4913299270
   5   5        1.6745662345        2.6620264541
   5   4       -0.1771250793        4.2364056201
   5   3        2.5115390445       -0.1042435458
   5   2        0.9125051151       -3.2218260908
   5   1       -4.4486318263       -2.0219455734
   5   0       -2.9885826883        0.0000000000
   5  -1        4.4486318263       -2.0219455734
   5  -2        0.9125051151        3.2218260908
   5  -3       -2.5115390445       -0.1042435458
   5  -4       -0.1771250793       -4.2364056201
   5  -5       -1.6745662345        2.6620264541
   6   6       -1.4306531072       -0.3380310116
   6   5        2.1409706468       -1.5174549196
   6   4        1.4822629375        0.1814118924
   6   3       -0.0561562515        1.8235916736
   6   2        2.0501778131        0.8663697802
   6   1        0.7401381347       -0.3712550519
   6   0        1.8110064755        0.0000000000
   6  -1       -0.7401381347       -0.3712550519
   6  -2        2.0501778131       -0.8663697802
   6  -3        0.0561562515        1.8235916736
   6  -4        1.4822629375       -0.1814118924
   6  -5       -2.1409706468       -1.5174549196
   6  -6       -1.4306531072        0.3380310116
   7   7        2.0212123173        0.5976127058
   7   6        0.2731099523        1.3613533804
   7   5        0.6198954771        1.2910369638
   7   4        0.4522310738       -1.2323722939
   7   3       -0.0092218027       -0.3075826673
   7   2       -1.8710365670       -1.0451066083
   7   1       -0.5020184233       -1.1558352439
   7   0        0.4849404200        0.0000000000
   7  -1        0.5020184233       -1.1558352439
   7  -2       -1.8710365670        1.0451066083
   7  -3        0.0092218027       -0.3075826673
   7  -4        0.4522310738        1.2323722939
   7  -5       -0.6198954771        1.2910369638
   7  -6        0.2731099523       -1.3613533804
   7  -7       -2.0212123173        0.5976127058
   8   8       -0.4560585965        0.1352632481
   8   7       -0.3437072813       -1.0437064281
   8   6        0.2717580325        0.1878939222
   8   5        0.1636310069        0.9040398429
   8   4       -0.1335288484        0.2421111906
   8   3       -0.3588741792        0.5730170768
   8   2        0.4984082052        0.1657304409
   8   1       -0.5013329441        0.0164637069
   8   0       -0.0269056339        0.0000000000
   8  -1        0.5013329441        0.0164637069
   8  -2        0.4984082052       -0.1657304409
   8  -3        0.3588741792        0.5730170768
   8  -4       -0.1335288484       -0.2421111906
   8  -5       -0.1636310069        0.9040398429
   8  -6        0.2717580325       -0.1878939222
   8  -7        0.3437072813       -1.0437064281
   8  -8       -0.4560585965       -0.1352632481
   9   9        0.4798987707       -0.2628717010
   9   8        0.4241964214        0.0450184790
   9   7       -0.2654727047        0.7136029247
   9   6       -0.5669172579       -0.1245679494
   9   5        0.5227455311        0.0072528403
   9   4       -0.1920600156        0.2673119860
   9   3        0.5753506987       -0.2295799341
   9   2        0.4843751243       -1.0561353501
   9   1       -0.1927129160        0.2869339352
   9   0       -0.9959047637        0.0000000000
   9  -1        0.1927129160        0.2869339352
   9  -2        0.4843751243        1.0561353501
   9  -3       -0.5753506987       -0.2295799341
   9  -4       -0.1920600156       -0.2673119860
   9  -5       -0.5227455311        0.0072528403
   9  -6       -0.5669172579        0.1245679494
   9  -7        0.2654727047        0.7136029247
   9  -8        0.4241964214       -0.0450184790
   9  -9       -0.4798987707       -0.2628717010
  10  10        0.2441139023        0.2587210543
  10   9       -0.0111520532       -0.1999161970
  10   8        0.2140855093       -0.1916869264
  10   7        0.3517866249        0.2615373300
  10   6       -0.0360945294        0.8017337685
  10   5       -0.3705119405        0.1607574161
  10   4       -0.5119399858        0.9223424022
  10   3       -0.8159976254        0.6448943915
  10   2       -0.7208579129       -0.4213304151
  10   1        0.1431078681        0.0812273820
  10   0        0.2910726672        0.0000000000
  10  -1       -0.1431078681        0.0812273820
  10  -2       -0.7208579129        0.4213304151
  10  -3        0.8159976254        0.6448943915
  10  -4       -0.5119399858       -0.9223424022
  10  -5        0.3705119405        0.1607574161
  10  -6       -0.0360945294       -0.8017337685
  10  -7       -0.3517866249        0.2615373300
  10  -8        0.2140855093        0.1916869264
  10  -9        0.0111520532       -0.1999161970
  10 -10        0.2441139023       -0.2587210543
  11  11        0.4520190108        0.0300210266
  11  10        0.4337149766       -0.3057040307
  11   9       -0.1805301091       -0.2559760795
  11   8       -0.1366056784       -0.3101081528
  11   7       -0.3135100016       -0.0591648017
  11   6       -0.4228468215        0.4749908992
  11   5        0.2644101101        0.1581794980
  11   4        0.3365533842       -0.5659935096
  11   3        0.1774370940        0.1327901175
  11   2       -0.2504041188        0.0437414002
  11   1       -0.2194214504        0.4993274037
  11   0        0.7612583585        0.0000000000
  11  -1        0.2194214504        0.4993274037
  11  -2       -0.2504041188       -0.0437414002
  11  -3       -0.1774370940        0.1327901175
  11  -4        0.3365533842        0.5659935096
  11  -5       -0.2644101101        0.1581794980
  11  -6       -0.4228468215       -0.4749908992
  11  -7        0.3135100016       -0.0591648017
  11  -8       -0.1366056784        0.3101081528
  11  -9        0.1805301091       -0.2559760795
  11 -10        0.4337149766        0.3057040307
  11 -11       -0.4520190108        0.0300210266
  12  12       -0.0840461264        0.5137893123
  12  11        0.2435288171       -0.2281476790
  12  10        0.3246482850       -0.0160241993
  12   9        0.2976835724       -0.5758972670
  12   8       -0.2449376390        0.4889073582
  12   7       -0.0718328347       -0.1062483601
  12   6       -0.0367682830       -0.0418275423
  12   5       -0.3517144758        0.4797534040
  12   4       -0.5520183909       -0.2848512979
  12   3        0.3118152541       -0.1351765434
  12   2        0.0559940491        0.3672304070
  12   1       -0.0911111700        0.3985420991
  12   0        0.2484537548        0.0000000000
