Name xlow xhi ylow yhi zlow zhi volume surf._area norm_surf_area Equiv._sph._diam. Itrace Nnn Norm._Gauss_Curvature length(mm) width(mm) thick(mm) L/T W/T
Ottawa-sand-anm-20045.dat	-1.0703	1.1196	-0.5626	0.6935	-0.9188	0.8595	1.9441	9.4069	1.249	1.5485	1.246	22	0.9861	2.2382	1.7940	1.1671	1.917847	1.537171
Ottawa-sand-anm-20046.dat	-1.2527	0.9368	-1.1395	1.1410	-0.9929	1.2921	3.4905	13.7412	1.235	1.8820	1.185	28	0.9524	2.4354	2.3217	1.4422	1.688645	1.609829
Ottawa-sand-anm-20047.dat	-2.5301	2.6162	-1.7666	1.8441	-1.8581	1.8746	23.2629	46.4109	1.178	3.5418	1.288	28	1.0314	5.3365	3.7946	2.4799	2.151943	1.530177
Ottawa-sand-anm-20048.dat	-1.3129	1.4580	-1.3094	1.2960	-1.2382	1.2812	6.2769	18.8268	1.144	2.2887	1.128	26	1.0039	3.0646	2.3374	1.9566	1.566299	1.194618
Ottawa-sand-anm-20049.dat	-0.8134	0.8227	-1.0817	1.0551	-0.8360	0.6875	1.9698	9.5871	1.262	1.5553	1.25	24	0.9668	2.4287	1.6594	1.3409	1.811292	1.237536
Ottawa-sand-anm-20050.dat	-1.0941	0.9604	-1.1021	1.4213	-1.0477	1.2355	4.0720	15.1635	1.23	1.9812	1.229	24	0.9979	2.8969	2.1999	1.7433	1.66173	1.261885
Ottawa-sand-anm-20051.dat	-0.9463	1.1950	-0.8835	0.9636	-1.2805	1.1352	2.7648	12.2272	1.284	1.7414	1.341	22	0.9661	2.7025	1.8725	1.4098	1.916967	1.32825
Ottawa-sand-anm-20052.dat	-1.2156	0.8739	-0.5952	0.5559	-1.0617	0.9644	1.2538	7.4063	1.317	1.3379	1.394	20	1.0051	2.1084	2.0054	0.9130	2.309273	2.196481
Ottawa-sand-anm-20053.dat	-1.2026	1.1951	-2.2389	2.2605	-1.4461	1.7725	12.7748	32.3028	1.222	2.9004	1.369	20	1.0304	4.7446	2.8583	2.1838	2.172585	1.308855
Ottawa-sand-anm-20054.dat	-1.1085	1.2398	-0.8165	1.1636	-0.8169	0.8912	3.1940	13.0733	1.246	1.8272	1.2	28	1.0292	2.6178	1.7964	1.6769	1.561066	1.07122
Ottawa-sand-anm-20055.dat	-2.0963	2.2276	-1.2314	1.4880	-1.5860	1.7245	13.7427	33.4432	1.205	2.9718	1.266	28	0.9923	4.4347	3.3644	2.2816	1.943702	1.474618
Ottawa-sand-anm-20056.dat	-0.8893	1.2588	-1.9907	2.1068	-2.0602	1.8170	15.8477	37.6558	1.234	3.1164	1.314	28	1.0250	4.3743	4.2786	1.8734	2.335024	2.283913
Ottawa-sand-anm-20057.dat	-0.8776	0.8819	-0.5593	0.6296	-0.6899	0.9646	1.1891	6.7448	1.243	1.3144	1.166	24	0.9841	1.7622	1.6573	1.1920	1.478399	1.390376
Ottawa-sand-anm-20058.dat	-0.7470	0.8824	-1.1668	1.1510	-0.8891	0.8982	2.4393	10.3971	1.186	1.6702	1.177	22	1.0062	2.4098	1.7957	1.3965	1.725547	1.285839
Ottawa-sand-anm-20059.dat	-0.8065	0.9395	-1.0041	0.9219	-1.2962	1.5729	3.8497	14.2860	1.203	1.9445	1.305	28	0.9673	2.9219	2.0537	1.6614	1.758732	1.23613
Ottawa-sand-anm-20060.dat	-2.0518	1.9695	-1.7253	1.9377	-1.8396	1.8568	21.2794	41.5517	1.119	3.4381	1.102	28	0.9993	4.3658	3.8486	2.9020	1.50441	1.326166
Ottawa-sand-anm-20061.dat	-1.0222	1.0853	-0.8335	1.0008	-0.8903	0.9020	2.5853	10.9353	1.2	1.7028	1.164	18	0.9665	2.3703	1.8563	1.5072	1.572625	1.231618
Ottawa-sand-anm-20062.dat	-0.9808	0.8777	-1.1766	1.1454	-1.1802	1.0386	3.5014	13.0621	1.171	1.8840	1.143	26	0.9822	2.5018	2.1467	1.5769	1.586493	1.361327
Ottawa-sand-anm-20063.dat	-1.3473	1.2859	-1.1274	1.0422	-1.0326	1.1248	5.3433	17.2972	1.17	2.1690	1.121	28	1.0104	2.9184	2.3516	2.0470	1.425684	1.148793
Ottawa-sand-anm-20064.dat	-1.1122	0.9479	-1.0723	1.2875	-1.2244	1.0807	3.6344	13.6407	1.193	1.9076	1.143	18	0.9989	2.5671	2.2784	1.7710	1.449585	1.286527
Ottawa-sand-anm-20066.dat	-1.2781	1.4495	-1.5095	1.5801	-2.2147	2.2075	12.6028	31.1950	1.191	2.8873	1.355	28	0.9900	4.6248	2.6089	2.3434	1.97353	1.113289
Ottawa-sand-anm-20067.dat	-0.7433	0.8734	-0.8422	0.9060	-0.9704	1.1024	2.4000	9.9990	1.153	1.6611	1.145	24	0.9716	2.2336	1.7755	1.2959	1.723561	1.370021
Ottawa-sand-anm-20068.dat	-1.3976	1.4217	-1.4928	1.3809	-1.3046	1.1531	6.7087	20.3106	1.181	2.3400	1.124	26	0.9630	3.0905	2.6299	2.2803	1.355298	1.153322
Ottawa-sand-anm-20069.dat	-1.8547	1.5842	-1.5548	1.8403	-2.1709	2.4784	21.4505	42.7891	1.146	3.4473	1.173	28	1.0068	4.7595	3.7946	2.7575	1.725996	1.376078
Ottawa-sand-anm-20070.dat	-1.5220	1.2700	-1.6458	1.6655	-1.6385	1.3005	11.2715	26.7684	1.101	2.7818	1.066	26	0.9681	3.4740	3.3069	2.5459	1.364554	1.298915
Ottawa-sand-anm-20071.dat	-1.4050	1.4605	-1.7676	1.5651	-2.4178	2.6454	19.3823	41.2060	1.181	3.3327	1.392	28	0.9922	5.3744	3.0794	2.4524	2.191494	1.255649
Ottawa-sand-anm-20072.dat	-0.4463	0.5058	-0.5397	0.6371	-0.7515	0.6846	0.4918	4.2783	1.42	0.9793	1.315	20	1.0191	1.5443	1.1546	0.7593	2.033809	1.52059
Ottawa-sand-anm-20073.dat	-1.3569	1.3222	-0.9371	0.9564	-1.3536	1.2461	5.7547	17.7994	1.146	2.2234	1.142	28	0.9842	2.8810	2.3833	1.9343	1.489428	1.232122
Ottawa-sand-anm-20074.dat	-1.0127	0.8884	-0.8716	1.0920	-1.0355	1.0430	3.1712	12.0298	1.152	1.8228	1.087	26	1.0389	2.2728	2.1251	1.7613	1.290425	1.206573
Ottawa-sand-anm-20075.dat	-1.0384	0.9849	-0.8655	0.9083	-1.3239	1.0189	2.3469	10.8109	1.266	1.6488	1.338	20	1.0165	2.6338	1.8321	1.3874	1.898384	1.320535
Ottawa-sand-anm-20076.dat	-1.7138	1.9782	-2.1138	1.9757	-1.9445	1.8544	24.8391	44.8952	1.09	3.6200	1.071	28	1.0065	4.5499	3.9503	3.5125	1.295331	1.124631
Ottawa-sand-anm-20077.dat	-3.5490	3.1031	-2.9431	3.0818	-3.0859	2.6402	102.0474	115.8100	1.097	5.7979	1.084	28	1.0053	7.3134	5.8408	5.5568	1.31611	1.05111
Ottawa-sand-anm-20078.dat	-0.3975	0.3454	-0.6568	0.7792	-0.6486	0.8023	0.5226	4.2847	1.366	0.9994	1.43	14	0.9900	1.6140	1.3442	0.7027	2.296799	1.912832
Ottawa-sand-anm-20079.dat	-1.5796	1.9209	-1.6750	1.4752	-1.8140	1.7944	15.9896	34.6638	1.129	3.1257	1.19	28	1.0027	4.1576	3.1983	2.3174	1.794112	1.380152
Ottawa-sand-anm-20080.dat	-1.4167	1.1474	-0.6751	0.6329	-0.8271	0.8373	1.7855	8.8948	1.25	1.5052	1.505	18	0.9863	2.6056	1.4415	1.2300	2.118431	1.171996
Ottawa-sand-anm-20081.dat	-1.2773	1.3632	-1.4784	1.4843	-1.5071	1.4179	10.6414	25.5023	1.09	2.7290	1.042	28	0.9707	3.3377	3.0560	2.4542	1.36003	1.245235
Ottawa-sand-anm-20082.dat	-2.1586	2.0951	-1.9801	2.3106	-1.7537	1.7495	24.1411	46.2700	1.145	3.5858	1.152	28	1.0500	4.9384	3.6047	3.4500	1.431414	1.044846
Ottawa-sand-anm-20083.dat	-1.5851	1.4171	-2.1124	2.1312	-2.1539	2.5667	22.2407	46.9637	1.228	3.4891	1.257	28	0.9944	5.1460	4.0130	2.8661	1.79545	1.400145
Ottawa-sand-anm-20084.dat	-1.8841	2.0052	-1.1990	1.2523	-1.3166	1.2560	7.6314	22.9801	1.226	2.4427	1.302	22	0.9630	4.0029	2.5691	2.2355	1.790644	1.149265
Ottawa-sand-anm-20085.dat	-1.0684	0.8985	-0.9530	1.0666	-1.2543	0.8601	2.0841	10.6905	1.355	1.5848	1.437	22	0.9578	2.5867	2.0389	1.2945	1.998294	1.575108
Ottawa-sand-anm-20086.dat	-0.8294	1.1279	-0.9996	1.0878	-1.6448	1.4868	5.1768	18.1980	1.257	2.1463	1.346	28	1.0209	3.3411	2.0762	1.7508	1.908287	1.185808
Ottawa-sand-anm-20087.dat	-0.6679	0.7044	-0.8426	0.7461	-1.1497	0.8885	1.3401	7.1123	1.21	1.3679	1.264	16	1.0332	2.0393	1.6736	1.0100	2.019117	1.657047
Ottawa-sand-anm-20088.dat	-1.1034	1.2235	-1.6977	1.9041	-1.1921	1.0454	5.4494	19.4450	1.298	2.1833	1.593	24	1.0237	4.0709	2.3083	1.3253	3.071566	1.741704
Ottawa-sand-anm-20089.dat	-1.5240	1.2613	-1.5062	1.6280	-1.3050	1.5121	8.6973	24.6013	1.203	2.5515	1.263	28	1.0117	3.6397	2.9814	1.8297	1.989196	1.629447
Ottawa-sand-anm-20090.dat	-1.3857	1.1741	-1.3775	1.1622	-1.2108	0.8635	4.7050	16.8699	1.242	2.0790	1.223	22	0.9858	2.8229	2.7164	1.8328	1.540182	1.482116
Ottawa-sand-anm-20091.dat	-2.1985	2.3650	-1.7166	1.5593	-1.7098	1.9756	18.4398	41.8258	1.239	3.2778	1.252	24	0.9779	4.6147	3.6957	2.5440	1.81397	1.452714
Ottawa-sand-anm-20092.dat	-1.5327	1.8576	-2.0566	1.5995	-1.4200	1.4672	12.7100	31.0261	1.178	2.8954	1.17	20	1.0028	3.8596	3.2904	2.7972	1.379837	1.176349
Ottawa-sand-anm-20093.dat	-1.5163	1.3080	-1.8933	1.9458	-1.7829	2.0661	15.5129	34.1802	1.136	3.0943	1.158	28	1.0338	4.0026	3.8531	2.3256	1.721096	1.656808
Ottawa-sand-anm-20094.dat	-1.1267	1.0286	-1.2928	1.0923	-1.1090	1.1447	4.2947	16.0391	1.255	2.0167	1.233	24	0.9824	2.8496	2.4262	1.7148	1.661796	1.414871
Ottawa-sand-anm-20095.dat	-1.7075	1.3714	-1.2666	1.3303	-1.4960	1.2907	7.5164	21.2314	1.144	2.4304	1.144	28	1.0072	3.4671	2.6656	2.2315	1.553732	1.19456
Ottawa-sand-anm-20096.dat	-0.9178	0.7972	-0.6217	0.6313	-0.7143	0.7491	1.0858	6.2764	1.229	1.2752	1.247	20	0.9763	1.9811	1.4822	0.9611	2.061358	1.542234
Ottawa-sand-anm-20097.dat	-1.0395	1.3092	-1.5282	1.4594	-0.7120	1.0324	3.4455	14.5070	1.315	1.8739	1.386	14	0.9828	3.0098	2.2930	1.5767	1.908971	1.454352
Ottawa-sand-anm-20098.dat	-1.0833	1.1288	-1.2700	1.4242	-1.0076	1.0719	5.0453	16.6063	1.167	2.1280	1.127	28	1.0098	2.9367	2.2741	1.6780	1.750144	1.355273
Ottawa-sand-anm-20099.dat	-0.7308	0.8123	-0.8874	0.6951	-0.9172	0.7404	1.0681	6.6698	1.32	1.2682	1.349	22	1.0002	1.9072	1.6006	0.8653	2.204163	1.849803
Ottawa-sand-anm-20100.dat	-2.0354	2.0832	-2.4901	2.6191	-2.5009	2.8073	50.9815	72.8472	1.096	4.6005	1.097	22	1.0368	5.5827	5.1979	3.6195	1.542385	1.43608
Ottawa-sand-anm-20101.dat	-1.8802	1.8637	-2.0218	1.8665	-2.0447	2.0556	27.9186	47.2041	1.061	3.7638	1.036	28	0.9806	4.5149	4.1256	3.5790	1.261499	1.152719
Ottawa-sand-anm-20102.dat	-0.8860	0.8258	-0.6591	0.7957	-1.0032	1.1763	1.9373	9.3939	1.25	1.5467	1.317	28	0.9812	2.3894	1.6510	1.0521	2.271053	1.569169
Ottawa-sand-anm-20103.dat	-1.5988	1.4712	-1.5849	1.7245	-1.9111	2.0122	12.6569	32.5816	1.241	2.8914	1.406	28	0.9732	4.8870	3.2101	1.9636	2.488805	1.634798
