0.5 4.0477 1.3439 3.6301 0.3505
1.5 4.2017 1.3009 3.5376 0.3597
2.5 4.5717 1.4044 3.8218 0.3607
3.5 4.8676 1.5302 4.1553 0.3577
4.5 5.1309 1.6861 4.5589 0.3519
5.5 5.3645 1.7533 4.7431 0.3526
6.5 5.5847 1.8494 4.9967 0.3509
7.5 5.7460 1.8887 5.1066 0.3519
8.5 6.0168 2.1155 5.6808 0.3426
9.5 6.1054 2.2501 6.0117 0.3359
10.5 6.1314 2.2858 6.0995 0.3342
11.5 6.2696 2.3187 6.1927 0.3354
12.5 6.2946 2.3398 6.2455 0.3346
13.5 6.4055 2.4269 6.4642 0.3318
14.5 6.5106 2.5183 6.6920 0.3287
15.5 6.6273 2.6134 6.9293 0.3257
16.5 6.6476 2.6215 6.9508 0.3257
17.5 6.6616 2.5720 6.8362 0.3290
18.5 6.6972 2.5073 6.6872 0.3336
19.5 6.7476 2.5889 6.8861 0.3299
20.5 6.8673 2.7128 7.1914 0.3255
21.5 6.9426 2.6681 7.0954 0.3297
22.5 7.0007 2.7226 7.2304 0.3279
23.5 7.0893 2.6780 7.1355 0.3322
24.5 7.0637 2.6862 7.1521 0.3312
25.5 7.0241 2.5939 6.9289 0.3356
26.5 7.1349 2.6690 7.1192 0.3337
27.5 7.1999 2.7427 7.3011 0.3310
28.5 7.2725 2.7708 7.3757 0.3310
29.5 7.2871 2.9145 7.7149 0.3235
30.5 7.3043 2.9970 7.9091 0.3195
31.5 7.1879 2.7637 7.3493 0.3296
32.5 7.1201 2.8876 7.6312 0.3214
33.5 7.0991 2.8863 7.6255 0.3210
34.5 7.0442 2.8297 7.4867 0.3229
35.5 7.0301 2.8975 7.6426 0.3188
36.5 7.0590 2.8284 7.4854 0.3233
37.5 6.9463 2.7002 7.1713 0.3279
38.5 6.9557 2.6455 7.0436 0.3312
39.5 6.9732 2.7185 7.2175 0.3275
40.5 7.0422 2.7825 7.3760 0.3254
41.5 7.1113 2.7731 7.3623 0.3275
42.5 7.1827 2.8952 7.6569 0.3223
43.5 7.2777 3.0090 7.9337 0.3183
44.5 7.2570 2.9388 7.7678 0.3216
45.5 7.3234 3.0769 8.0967 0.3157
46.5 7.2819 2.9848 7.8780 0.3197
47.5 7.3523 3.1214 8.2034 0.3140
48.5 7.3347 3.0120 7.9481 0.3194
49.5 7.2957 2.9360 7.7661 0.3226
50.5 7.2676 2.9439 7.7812 0.3216
51.5 7.2820 3.0273 7.9765 0.3174
52.5 7.3418 3.0857 8.1196 0.3157
53.5 7.4002 3.0997 8.1599 0.3162
54.5 7.4461 3.1515 8.2856 0.3145
55.5 7.5294 3.0297 8.0143 0.3226
56.5 7.5755 3.2015 8.4185 0.3148
57.5 7.6051 3.2315 8.4918 0.3139
58.5 7.6022 3.2080 8.4371 0.3150
59.5 7.6147 3.1521 8.3098 0.3181
60.5 7.5805 3.1403 8.2779 0.3180
61.5 7.5948 3.0857 8.1530 0.3211
62.5 7.6833 3.2425 8.5279 0.3150
63.5 7.8021 3.3482 8.7875 0.3123
64.5 7.8684 3.3468 8.7937 0.3137
65.5 7.9156 3.3249 8.7497 0.3158
66.5 7.8715 3.4567 9.0460 0.3085
67.5 7.9058 3.3921 8.9029 0.3123
68.5 7.8960 3.3549 8.8160 0.3139
69.5 7.9747 3.4353 9.0118 0.3117
70.5 7.9833 3.4120 8.9596 0.3130
71.5 7.9747 3.2875 8.6710 0.3188
72.5 7.9338 3.2589 8.5993 0.3194
73.5 7.8973 3.1970 8.4507 0.3217
74.5 8.0011 3.2668 8.6265 0.3203
75.5 8.0887 3.3338 8.7933 0.3188
76.5 8.0832 3.2770 8.6607 0.3214
77.5 7.9355 3.1552 8.3580 0.3245
78.5 7.7051 3.0522 8.0886 0.3250
79.5 7.5875 3.0042 7.9619 0.3251
80.5 7.4827 2.8862 7.6722 0.3291
81.5 7.4465 2.9780 7.8832 0.3236
82.5 7.3959 2.9376 7.7824 0.3246
83.5 7.3668 3.0714 8.0898 0.3170
84.5 7.3616 3.0055 7.9364 0.3203
85.5 7.4609 3.0326 8.0123 0.3210
86.5 7.5725 3.1591 8.3203 0.3169
87.5 7.6852 3.2054 8.4425 0.3169
88.5 7.7570 3.2699 8.6011 0.3152
89.5 7.8959 3.2896 8.6655 0.3171
90.5 7.7867 3.1470 8.3201 0.3219
91.5 7.7787 3.2335 8.5200 0.3174
92.5 7.6889 3.2683 8.5881 0.3138
93.5 7.7305 3.2165 8.4743 0.3173
94.5 7.6401 3.1966 8.4161 0.3164
95.5 7.6578 3.2950 8.6450 0.3118
96.5 7.6919 3.3076 8.6787 0.3120
97.5 7.7754 3.2333 8.5190 0.3174
98.5 7.7779 3.2111 8.4680 0.3185
