MA111-7-coarse-anm-00135.dat            3.99       -1.35        0.17        0.64        8.85       0.241       0.512       -1.74        6.03        0.82       0.451       0.785        0.48        17.2        16.5        10.1        16.5        10.1       0.602       0.947       0.713       0.678       0.977
MA111-7-coarse-anm-00136.dat            2.98       -1.84       0.474      -0.363        8.34        0.13           0        1.03        6.26       0.793       0.358       0.742        0.49        16.7        13.7        7.62        13.7        7.48       0.494       0.896       0.625       0.566       0.955
MA111-7-coarse-anm-00137.dat            4.13        1.07      -0.425      -0.146        9.98       -0.09        1.43     -0.0902         6.1       0.815       0.414       0.777       0.488          20        13.5        11.2        13.5        11.2       0.681       0.953       0.774       0.728       0.972
MA111-7-coarse-anm-00138.dat            3.85       0.205      -0.149      -0.306        7.36      -0.553      -0.669      -0.815        6.03       0.833       0.523       0.813       0.434        13.6        12.2        11.8        12.2        11.7       0.908       0.996       0.938       0.934       0.998
MA111-7-coarse-anm-00139.dat             2.6       0.951         1.5      -0.112          11      -0.049      -0.779       0.733        7.16       0.682       0.237       0.583       0.465          22        11.9        6.76        11.9        6.76       0.418        0.83       0.559       0.452       0.901
MA111-7-coarse-anm-00140.dat            2.84         3.5        1.92       0.251          12       -0.12        1.91      -0.758        7.28        0.68       0.237       0.586       0.482        23.9          17        6.13          17        6.13       0.304        0.74       0.452       0.354       0.889
MA111-7-coarse-anm-00141.dat            2.09      -0.187       -2.97    1.82e-16        10.2       0.124        1.97        1.25        7.59        0.66       0.205       0.553       0.513        20.4        11.8        4.38        11.6        4.46        0.29       0.718       0.438       0.323       0.861
MA111-7-coarse-anm-00142.dat            3.63      -0.224        0.69      -0.773          11       -1.23       0.896        1.62        6.29       0.783       0.329       0.724       0.485        21.9        16.7        10.2        16.7        10.4       0.542       0.917       0.665        0.61        0.96
MA111-7-coarse-anm-00143.dat            2.74        1.75       -0.45      -0.229        6.92      -0.762      0.0963      -0.929         6.3       0.802       0.396       0.754       0.453        13.9        8.92        8.78         8.6        8.27       0.755       0.957       0.829        0.78       0.972
MA111-7-coarse-anm-00144.dat            3.33        2.58       -1.02       0.529        11.2         0.2        0.11      -0.703        6.59       0.749       0.298       0.676       0.471        22.3        12.5        9.88        11.7        9.63       0.595       0.908       0.707       0.617       0.937
