0.5 4.4219 1.5868 4.2518 0.3397
1.5 4.7351 1.6633 4.4669 0.3428
2.5 5.1916 1.8188 4.8858 0.3431
3.5 5.5362 1.9647 5.2705 0.3413
4.5 5.8358 2.1496 5.7437 0.3360
5.5 6.0883 2.2489 6.0072 0.3356
6.5 6.2647 2.3435 6.2511 0.3337
7.5 6.4427 2.4132 6.4359 0.3335
8.5 6.6827 2.6075 6.9222 0.3274
9.5 6.8025 2.7023 7.1590 0.3246
10.5 6.7898 2.7172 7.1921 0.3235
11.5 6.8839 2.7659 7.3176 0.3228
12.5 6.9601 2.8337 7.4852 0.3208
13.5 7.0620 2.9183 7.6950 0.3184
14.5 7.1640 2.9724 7.8337 0.3178
15.5 7.2852 3.0688 8.0729 0.3153
16.5 7.3299 3.1001 8.1512 0.3147
17.5 7.3530 2.9733 7.8605 0.3218
18.5 7.3206 2.9423 7.7841 0.3228
19.5 7.4282 3.0451 8.0371 0.3197
20.5 7.5469 3.1695 8.3409 0.3158
21.5 7.5597 3.0717 8.1160 0.3211
22.5 7.6768 3.1956 8.4188 0.3172
23.5 7.7103 3.1564 8.3323 0.3199
24.5 7.7105 3.2129 8.4633 0.3171
25.5 7.6874 3.1392 8.2893 0.3203
26.5 7.7626 3.1504 8.3249 0.3213
27.5 7.8326 3.2954 8.6702 0.3155
28.5 7.9046 3.2133 8.4895 0.3210
29.5 7.9172 3.2628 8.6063 0.3188
30.5 8.0023 3.4149 8.9690 0.3132
31.5 7.8736 3.3669 8.8407 0.3129
32.5 7.7815 3.3533 8.7963 0.3116
33.5 7.7457 3.2961 8.6598 0.3137
34.5 7.7059 3.2543 8.5581 0.3149
35.5 7.7416 3.4201 8.9434 0.3075
36.5 7.7362 3.3696 8.8273 0.3098
37.5 7.6411 3.1892 8.3990 0.3168
38.5 7.6480 3.1552 8.3214 0.3187
39.5 7.6965 3.2178 8.4727 0.3165
40.5 7.7075 3.2633 8.5791 0.3145
41.5 7.8290 3.4016 8.9139 0.3102
42.5 7.8671 3.3636 8.8322 0.3129
43.5 7.9967 3.4798 9.1170 0.3100
44.5 8.0036 3.4278 8.9988 0.3126
45.5 8.0414 3.5972 9.3913 0.3054
46.5 8.0419 3.4723 9.1062 0.3113
47.5 8.0567 3.5269 9.2334 0.3090
48.5 8.0518 3.5253 9.2291 0.3090
49.5 7.9923 3.3640 8.8502 0.3154
50.5 7.9684 3.4199 8.9757 0.3123
51.5 8.0083 3.5255 9.2232 0.3081
52.5 8.0503 3.5956 9.3890 0.3056
53.5 8.1369 3.5292 9.2502 0.3105
54.5 8.1860 3.6021 9.4240 0.3081
55.5 8.2584 3.5711 9.3636 0.3110
56.5 8.3169 3.7095 9.6882 0.3059
57.5 8.3242 3.6872 9.6385 0.3070
58.5 8.2952 3.7199 9.7085 0.3049
59.5 8.3498 3.6796 9.6250 0.3079
60.5 8.3092 3.7085 9.6848 0.3057
61.5 8.3423 3.6685 9.5985 0.3082
62.5 8.3836 3.7560 9.8038 0.3051
63.5 8.5297 3.8187 9.9686 0.3052
64.5 8.5779 3.8778 10.1100 0.3036
65.5 8.5889 3.8627 10.0773 0.3045
66.5 8.6032 3.9903 10.3679 0.2991
67.5 8.6553 3.8878 10.1445 0.3047
68.5 8.6861 3.8726 10.1146 0.3059
69.5 8.7050 3.9496 10.2922 0.3029
70.5 8.7536 4.0395 10.5028 0.3000
71.5 8.7286 3.8376 10.0412 0.3083
72.5 8.6853 3.7374 9.8058 0.3118
73.5 8.6518 3.8115 9.9704 0.3079
74.5 8.7275 3.8570 10.0853 0.3074
75.5 8.7461 3.8318 10.0305 0.3089
76.5 8.7483 3.8319 10.0312 0.3089
77.5 8.5879 3.7710 9.8685 0.3085
78.5 8.3707 3.6485 9.5570 0.3097
79.5 8.3127 3.6140 9.4697 0.3101
80.5 8.2050 3.5219 9.2431 0.3122
81.5 8.1562 3.5497 9.2999 0.3100
82.5 8.1139 3.5408 9.2735 0.3095
83.5 8.0505 3.5717 9.3346 0.3067
84.5 8.1006 3.5827 9.3671 0.3073
85.5 8.1968 3.6149 9.4548 0.3078
86.5 8.2641 3.6732 9.5977 0.3064
87.5 8.3354 3.6653 9.5902 0.3082
88.5 8.4139 3.7481 9.7904 0.3061
89.5 8.5625 3.8179 9.9717 0.3059
90.5 8.4520 3.6633 9.6025 0.3106
91.5 8.5223 3.8096 9.9466 0.3055
92.5 8.4168 3.7976 9.9034 0.3039
93.5 8.4062 3.7498 9.7932 0.3058
94.5 8.3274 3.6307 9.5099 0.3097
95.5 8.3952 3.8441 10.0052 0.3014
96.5 8.3792 3.7789 9.8552 0.3040
97.5 8.4436 3.6953 9.6746 0.3090
98.5 8.4068 3.7008 9.6817 0.3081
