   0   0       56.6285757183        0.0000000000
   1   1        0.1743989264       -1.0453195329
   1   0       -1.7401882103        0.0000000000
   1  -1       -0.1743989264       -1.0453195329
   2   2        0.7029042433       -1.7922933928
   2   1        0.5400399709       -0.7522465198
   2   0       -2.5860757830        0.0000000000
   2  -1       -0.5400399709       -0.7522465198
   2  -2        0.7029042433        1.7922933928
   3   3        2.6435065890        1.3192677322
   3   2        0.9088312359       -1.4135068096
   3   1       -1.5811392788       -1.2507894168
   3   0       -5.8067263512        0.0000000000
   3  -1        1.5811392788       -1.2507894168
   3  -2        0.9088312359        1.4135068096
   3  -3       -2.6435065890        1.3192677322
   4   4       -0.7750029319       -1.1508772362
   4   3        0.4267168457       -0.0296918320
   4   2        1.3972938743        0.3163838271
   4   1       -0.9642486775       -0.3892944676
   4   0       -1.1827671907        0.0000000000
   4  -1        0.9642486775       -0.3892944676
   4  -2        1.3972938743       -0.3163838271
   4  -3       -0.4267168457       -0.0296918320
   4  -4       -0.7750029319        1.1508772362
   5   5        0.7148566306       -0.6145778405
   5   4       -0.2057230013       -0.0007980656
   5   3       -0.3008128464        0.3365300245
   5   2       -0.0667830760        0.4547584600
   5   1       -0.8692235564        0.2810379304
   5   0       -0.0711231475        0.0000000000
   5  -1        0.8692235564        0.2810379304
   5  -2       -0.0667830760       -0.4547584600
   5  -3        0.3008128464        0.3365300245
   5  -4       -0.2057230013        0.0007980656
   5  -5       -0.7148566306       -0.6145778405
   6   6        0.5077426222        0.3836533295
   6   5        0.2787183609        0.1076702796
   6   4       -0.7730190258       -0.2858481166
   6   3       -0.5660160296        0.3113652246
   6   2        0.2903941746        0.5155607167
   6   1       -0.1460261603       -0.2133353354
   6   0        0.3647286973        0.0000000000
   6  -1        0.1460261603       -0.2133353354
   6  -2        0.2903941746       -0.5155607167
   6  -3        0.5660160296        0.3113652246
   6  -4       -0.7730190258        0.2858481166
   6  -5       -0.2787183609        0.1076702796
   6  -6        0.5077426222       -0.3836533295
   7   7       -0.0087894774       -0.6816919948
   7   6       -0.0203928579        0.2634661271
   7   5        0.1878770763        0.4075539764
   7   4       -0.6613461380       -0.4065819912
   7   3        0.0434894287        0.3457586670
   7   2        0.0149350207        0.3964455657
   7   1       -0.1598882476        0.1027507674
   7   0        0.1210541231        0.0000000000
   7  -1        0.1598882476        0.1027507674
   7  -2        0.0149350207       -0.3964455657
   7  -3       -0.0434894287        0.3457586670
   7  -4       -0.6613461380        0.4065819912
   7  -5       -0.1878770763        0.4075539764
   7  -6       -0.0203928579       -0.2634661271
   7  -7        0.0087894774       -0.6816919948
   8   8        0.5318475881       -0.0564718753
   8   7       -0.2729776791        0.1091034450
   8   6       -0.2069793942        0.2343796061
   8   5       -0.0247931671        0.1106361796
   8   4       -0.4018942969       -0.4623735305
   8   3        0.1085180145       -0.1448598339
   8   2        0.3547402520        0.4260755205
   8   1        0.3250357490        0.0905872247
   8   0       -0.2708373296        0.0000000000
   8  -1       -0.3250357490        0.0905872247
   8  -2        0.3547402520       -0.4260755205
   8  -3       -0.1085180145       -0.1448598339
   8  -4       -0.4018942969        0.4623735305
   8  -5        0.0247931671        0.1106361796
   8  -6       -0.2069793942       -0.2343796061
   8  -7        0.2729776791        0.1091034450
   8  -8        0.5318475881        0.0564718753
   9   9       -0.0459921266        0.2323349153
   9   8        0.0496167835       -0.2770420550
   9   7       -0.1344051229       -0.1085791255
   9   6       -0.1119546381        0.1069275802
   9   5        0.1508520680        0.0964358767
   9   4        0.2408791452       -0.2628217384
   9   3       -0.0269625223       -0.0399192399
   9   2       -0.0137915891        0.2700292097
   9   1        0.2830055044        0.2336476112
   9   0       -0.2186309962        0.0000000000
   9  -1       -0.2830055044        0.2336476112
