Name xlow xhi ylow yhi zlow zhi volume surf._area norm_surf_area Equiv._sph._diam. Itrace Nnn Norm._Gauss_Curvature length(mm) width(mm) thick(mm) L/T W/T
MA114F-3-fine-anm-00482.dat -0.2853 0.2453 -0.2491 0.2347 -0.1022 0.1354 0.0 0.6 1.362 0.4 1.367 24 1.0196 0.56973 0.43821 0.23700 2.40390 1.84897
MA114F-3-fine-anm-00483.dat -0.5021 0.4687 -0.2371 0.2984 -0.2141 0.2502 0.1 1.4 1.269 0.6 1.436 30 0.9639 1.01224 0.54293 0.42273 2.39452 1.28434
MA114F-3-fine-anm-00484.dat -0.2901 0.2767 -0.3359 0.3141 -0.1453 0.1246 0.0 0.8 1.323 0.4 1.410 26 1.0495 0.67129 0.49946 0.26839 2.50119 1.86096
MA114F-3-fine-anm-00485.dat -0.2334 0.2523 -0.3201 0.3740 -0.1069 0.1278 0.0 0.7 1.286 0.4 1.490 22 1.0163 0.71076 0.48453 0.24151 2.94293 2.00622
MA114F-3-fine-anm-00486.dat -0.3649 0.3282 -0.2982 0.3275 -0.1261 0.1103 0.0 0.9 1.391 0.4 1.525 26 0.9725 0.73678 0.60504 0.23673 3.11236 2.55587
MA114F-3-fine-anm-00487.dat -0.3138 0.2665 -0.2848 0.2305 -0.2190 0.2132 0.1 0.8 1.178 0.5 1.084 26 1.0233 0.58495 0.51619 0.43369 1.34879 1.19024
MA114F-3-fine-anm-00488.dat -0.2745 0.3147 -0.2623 0.2963 -0.1347 0.1328 0.0 0.7 1.243 0.4 1.296 24 1.0225 0.69278 0.52676 0.28685 2.41511 1.83635
MA114F-3-fine-anm-00489.dat -0.2488 0.2607 -0.2654 0.2998 -0.1633 0.2022 0.0 0.8 1.197 0.4 1.109 28 1.0224 0.60895 0.49533 0.37830 1.60970 1.30935
MA114F-3-fine-anm-00490.dat -0.3327 0.3092 -0.4637 0.5169 -0.1761 0.1586 0.1 1.3 1.342 0.5 1.700 24 1.0338 0.99862 0.59067 0.34863 2.86443 1.69428
MA114F-3-fine-anm-00491.dat -0.3488 0.3254 -0.3111 0.3176 -0.1431 0.1584 0.1 0.9 1.261 0.5 1.287 28 1.0147 0.72326 0.64546 0.30552 2.36731 2.11267
MA114F-3-fine-anm-00492.dat -0.2431 0.2722 -0.3297 0.3706 -0.1947 0.2367 0.1 0.9 1.186 0.5 1.221 24 1.0096 0.70842 0.51306 0.35643 1.98752 1.43942
MA114F-3-fine-anm-00493.dat -0.2900 0.3074 -0.3185 0.3089 -0.1870 0.1795 0.1 0.9 1.240 0.5 1.295 26 1.0170 0.72617 0.56747 0.33651 2.15796 1.68634
