Name xlow xhi ylow yhi zlow zhi volume surf._area norm_surf_area Equiv._sph._diam. Itrace Nnn Norm._Gauss_Curvature length(mm) width(mm) thick(mm) L/T W/T
MA120C-anm-00033.dat -3.9690 3.2600 -2.0060 2.0551 -0.9862 1.3783 27.0 60.6 1.393 3.7 1.797 26 1.0056 7.36486 3.99126 2.15754 3.41355 1.84991
MA120C-anm-00034.dat -1.8622 2.2153 -2.4658 2.1080 -0.9144 1.3900 15.9 40.3 1.318 3.1 1.399 30 1.0025 4.94561 4.03580 2.14800 2.30243 1.87886
MA120C-anm-00035.dat -2.9750 4.0129 -3.2690 3.3043 -1.9672 1.9516 57.2 91.1 1.269 4.8 1.387 30 1.0029 7.89400 5.50983 3.26850 2.41518 1.68574
MA120C-anm-00036.dat -3.4825 3.1712 -2.7203 2.2502 -1.7207 1.7628 49.6 80.8 1.238 4.6 1.299 30 1.0004 7.36189 5.32661 3.54395 2.07731 1.50301
MA120C-anm-00037.dat -3.3527 3.8233 -4.6208 3.6284 -1.8239 2.1252 79.5 116.3 1.300 5.3 1.585 30 1.0034 9.53660 5.44320 3.42567 2.78387 1.58894
MA120C-anm-00038.dat -3.0569 3.3643 -2.5802 2.5873 -1.4550 1.6549 33.0 64.2 1.291 4.0 1.642 30 1.0115 7.12785 4.23664 2.46711 2.88915 1.71725
MA120C-anm-00039.dat -2.2878 2.4432 -2.5968 2.7377 -0.9318 1.2401 17.9 47.2 1.424 3.2 1.665 30 0.9811 5.60037 4.79210 1.45614 3.84604 3.29096
MA120C-anm-00040.dat -2.9044 2.6683 -4.0669 4.1043 -1.4547 1.4530 37.8 78.7 1.445 4.2 1.865 30 0.9755 8.47589 5.32440 2.23514 3.79211 2.38214
MA120C-anm-00041.dat -2.0320 3.0919 -4.0024 4.1582 -1.2882 1.8792 47.7 85.6 1.346 4.5 1.678 30 1.0105 8.51081 5.19662 2.51690 3.38147 2.06469
MA120C-anm-00042.dat -4.3051 3.1545 -2.8702 2.8198 -1.7791 1.9477 55.7 88.7 1.258 4.7 1.326 30 0.9931 7.60496 5.83800 3.88967 1.95517 1.50090
MA120C-anm-00043.dat -2.2416 2.6132 -2.6654 2.1658 -1.2366 1.7433 26.7 53.5 1.236 3.7 1.357 30 1.0015 5.87954 4.56752 2.52057 2.33263 1.81210
MA120C-anm-00044.dat -2.6357 2.6278 -3.0382 2.6249 -1.8252 2.3656 52.3 77.0 1.137 4.6 1.100 30 1.0036 6.08568 5.49799 4.42014 1.37681 1.24385
MA120C-anm-00045.dat -3.4407 2.9685 -3.3997 3.5222 -1.4808 1.9665 59.6 90.9 1.232 4.8 1.334 30 1.0098 7.76112 5.39213 3.65540 2.12319 1.47511
MA120C-anm-00046.dat -3.6961 2.6846 -3.1833 3.7318 -1.1743 1.9950 43.4 86.9 1.455 4.4 1.693 16 0.9842 7.81943 5.88830 3.09818 2.52388 1.90057
MA120C-anm-00047.dat -2.7310 2.6345 -3.0424 3.3122 -1.5053 2.0465 41.9 71.2 1.219 4.3 1.235 30 0.9926 6.37982 5.45631 3.49910 1.82328 1.55935
MA120C-anm-00048.dat -2.1277 2.0518 -2.5598 3.1889 -1.7380 2.5161 36.3 63.2 1.191 4.1 1.203 30 1.0161 6.11990 4.58147 3.58819 1.70557 1.27682
MA120C-anm-00049.dat -2.4148 2.8267 -3.5478 4.3970 -1.1054 0.9524 28.9 67.9 1.491 3.8 2.250 26 1.0172 8.61840 4.70438 1.71736 5.01840 2.73931
