   0.0   0.0   0.0   0.0   0.0
   0.0   0.0   0.0   0.0   0.0
   0.0   0.0   0.6   0.0   0.0
   0.0   8.4   6.6   1.2   0.6
  40.4  33.1   7.8   1.2   0.0
