sika-fib-anm-00001.dat,-0.1904792,0.2161508,-0.2529974,0.2781050,-0.4520864,0.5988749,0.0735264,1.1855151,1.397,0.51977,1.653,22,0.99988,1.088421,0.520896,0.446787,2.436107,1.165869
sika-fib-anm-00002.dat,-0.1886338,0.2984575,-0.3065961,0.2914703,-0.4390312,0.4450021,0.1083807,1.3844823,1.259,0.59154,1.227,22,1.00902,0.942115,0.666277,0.583730,1.613957,1.141414
sika-fib-anm-00003.dat,-0.2585310,0.2797522,-0.3360376,0.3624018,-0.2291565,0.2899651,0.0770174,1.0605170,1.211,0.52787,1.142,20,0.98641,0.743441,0.640090,0.441135,1.685289,1.451005
sika-fib-anm-00004.dat,-0.2883162,0.3500322,-0.5840827,0.4039866,-0.8009321,0.6326882,0.2237437,2.5638127,1.438,0.75321,1.621,20,0.98032,1.468228,0.938533,0.636869,2.305385,1.473668
sika-fib-anm-00005.dat,-0.2328521,0.1750562,-0.2310181,0.2688302,-0.4047172,0.4975133,0.0542455,0.9755248,1.408,0.46967,1.913,12,1.00325,0.978212,0.420258,0.378688,2.583159,1.109774
sika-fib-anm-00006.dat,-0.2745237,0.2777691,-0.2380666,0.2481760,-0.3887821,0.3315946,0.0632222,1.0118076,1.318,0.49426,1.277,22,0.95055,0.764762,0.579072,0.378611,2.019915,1.529463
sika-fib-anm-00007.dat,-0.3392706,0.3606633,-0.5073566,0.5334456,-0.6617859,0.5986981,0.2338222,2.4754302,1.349,0.76436,1.570,14,1.01446,1.405105,0.899302,0.456491,3.078058,1.970034
sika-fib-anm-00008.dat,-0.3290474,0.5240115,-0.4129463,0.4433222,-0.7684883,0.3867226,0.2110608,2.3362461,1.363,0.73870,1.333,20,0.99367,1.204860,0.909802,0.855550,1.408286,1.063412
sika-fib-anm-00009.dat,-1.4808681,1.3326194,-0.8857432,1.1700153,-1.4547084,0.9992622,3.9400096,16.8042540,1.393,1.95959,1.566,14,1.03214,3.385551,2.684809,1.515818,2.233481,1.771195
sika-fib-anm-00010.dat,-0.2290908,0.3266060,-0.3163016,0.2680604,-0.5056647,0.5654814,0.0821656,1.3131007,1.437,0.53938,1.543,16,1.00909,1.090641,0.572226,0.521299,2.092159,1.097691
sika-fib-anm-00012.dat,-0.5083322,0.6348909,-0.5697388,0.4510438,-1.0774749,1.0632759,0.8282388,6.1619486,1.445,1.16516,1.666,20,1.02062,2.130455,1.179700,1.014927,2.099121,1.162349
sika-fib-anm-00013.dat,-0.2234013,0.2399771,-0.2951872,0.2505112,-0.3401022,0.3230016,0.0734508,1.0328088,1.218,0.51960,1.121,22,1.03315,0.696539,0.609740,0.503735,1.382749,1.210438
sika-fib-anm-00014.dat,-0.5953813,0.6650593,-0.7758109,0.8532002,-0.7904110,0.9162858,1.0941563,6.8393165,1.332,1.27848,1.315,14,1.04060,2.002017,1.598841,0.922919,2.169223,1.732373
sika-fib-anm-00015.dat,-0.2937513,0.3309888,-0.4079744,0.3464753,-0.3984988,0.3473039,0.1016800,1.5298809,1.452,0.57909,1.235,14,0.96994,0.889508,0.832165,0.570769,1.558439,1.457972
sika-fib-anm-00016.dat,-0.5448414,0.6281475,-0.7979347,0.8908288,-0.7077621,0.7974893,0.9806290,6.1055843,1.279,1.23264,1.216,18,1.00025,1.819661,1.630228,0.887761,2.049719,1.836337
sika-fib-anm-00017.dat,-0.4143447,0.3123741,-0.3391125,0.3325140,-0.3357908,0.4769485,0.1229876,1.5006742,1.255,0.61700,1.235,22,1.02134,0.972079,0.704441,0.591655,1.642982,1.190628
sika-fib-anm-00018.dat,-0.3463123,0.2930798,-0.2993052,0.2053505,-0.2969892,0.3207588,0.0557627,0.9654548,1.368,0.47400,1.461,14,1.02178,0.719938,0.693386,0.371168,1.939657,1.868120
sika-fib-anm-00019.dat,-0.4289536,0.5141098,-1.0220627,0.8058575,-0.9956623,0.7628257,0.8192985,6.0776975,1.435,1.16095,1.413,22,0.95927,2.132822,1.417759,0.862535,2.472736,1.643711
sika-fib-anm-00020.dat,-0.2245095,0.2308867,-0.3389549,0.3046727,-0.5694952,0.5902553,0.0996032,1.4974374,1.441,0.57512,1.655,18,0.95410,1.209013,0.609223,0.413696,2.922468,1.472634
sika-fib-anm-00021.dat,-0.7424170,0.9762476,-0.7472157,0.5964269,-1.1122497,1.2011740,1.6459970,8.8804435,1.317,1.46491,1.386,18,0.99546,2.423800,1.574902,1.189095,2.038357,1.324455
sika-fib-anm-00022.dat,-0.8517918,0.8475832,-0.6741889,0.7403834,-0.8871412,0.8103494,1.2750469,7.2528985,1.275,1.34537,1.183,22,0.97907,1.988417,1.718549,1.260027,1.578075,1.363899
sika-fib-anm-00023.dat,-0.4346232,0.5108982,-0.3142189,0.4646394,-0.7932553,0.7181713,0.2887611,3.1458849,1.489,0.82006,1.566,20,0.95913,1.517473,0.850783,0.691097,2.195746,1.231061
sika-fib-anm-00024.dat,-0.7233722,0.6952756,-0.8030015,0.7975195,-1.4166226,1.2633100,1.4286245,8.6130714,1.404,1.39735,1.438,28,1.00515,2.694793,1.642307,1.119752,2.406598,1.466671
sika-fib-anm-00025.dat,-0.3227726,0.3016852,-0.3681076,0.3831772,-0.5879501,0.5954963,0.1504943,1.8776555,1.372,0.65994,1.555,16,0.97269,1.217310,0.696704,0.460900,2.641157,1.511615
sika-fib-anm-00026.dat,-0.7468819,0.5341052,-1.2215128,0.9145332,-1.0645730,0.8112317,1.5518545,8.1166664,1.252,1.43643,1.171,18,1.04901,2.218078,1.784980,1.287207,1.723171,1.386708
sika-fib-anm-00028.dat,-0.3822838,0.2322172,-0.3437164,0.3338164,-0.3299480,0.4245252,0.0726854,1.2049846,1.431,0.51779,1.460,16,0.97225,0.911303,0.639925,0.502210,1.814584,1.274219
sika-fib-anm-00029.dat,-0.2664963,0.3229523,-0.2561384,0.3336311,-0.5188693,0.5103811,0.1067583,1.4869366,1.366,0.58857,1.547,16,1.01810,1.036249,0.700834,0.348874,2.970265,2.008843
sika-fib-anm-00030.dat,-0.3717141,0.2913772,-0.3284467,0.4444319,-0.2343111,0.3322077,0.1280208,1.5784820,1.285,0.62531,1.169,26,1.01169,0.885233,0.668245,0.661522,1.338177,1.010164
sika-fib-anm-00031.dat,-0.2276281,0.2479965,-0.2083460,0.2430127,-0.5843429,0.5546544,0.0644468,1.1470577,1.476,0.49743,2.209,12,1.02208,1.164893,0.538447,0.351177,3.317108,1.533262
sika-fib-anm-00032.dat,-0.2507673,0.2639408,-0.2422857,0.3362893,-0.3431072,0.3906613,0.0740862,1.0605432,1.243,0.52109,1.163,20,0.98409,0.737585,0.585231,0.470751,1.566827,1.243187
sika-fib-anm-00033.dat,-0.2997157,0.2463324,-0.4143705,0.3683019,-0.3386157,0.3835308,0.1029048,1.4895278,1.403,0.58141,1.221,22,0.95404,0.933135,0.803149,0.544642,1.713300,1.474637
sika-fib-anm-00034.dat,-0.3748521,0.3539595,-0.4780786,0.4327639,-0.5505226,0.5905633,0.2545876,2.4949779,1.284,0.78634,1.244,24,0.96117,1.155685,0.927205,0.675341,1.711260,1.372942
sika-fib-anm-00035.dat,-0.4682891,0.3833968,-0.3966974,0.4226840,-0.9701208,0.8529178,0.4124371,3.6531492,1.363,0.92353,1.684,22,0.99469,1.830998,0.960129,0.663206,2.760829,1.447709
sika-fib-anm-00036.dat,-0.3573107,0.3211914,-0.2820535,0.2987626,-0.5436390,0.5797202,0.1503235,1.7875275,1.307,0.65969,1.246,24,0.97681,1.135062,0.659271,0.528098,2.149342,1.248388
sika-fib-anm-00037.dat,-0.3484775,0.4202312,-0.5319501,0.4476933,-0.7389822,0.9024869,0.3855801,3.3632031,1.313,0.90304,1.495,14,1.01785,1.640098,1.043783,0.704012,2.329646,1.482621
sika-fib-anm-00038.dat,-0.8554101,0.8093697,-0.5472295,0.7479565,-1.3187388,1.4626470,1.8174548,10.1122691,1.404,1.51410,1.485,24,0.99927,2.793378,1.682815,1.119982,2.494126,1.502537
sika-fib-anm-00039.dat,-0.3046029,0.2521784,-0.3183271,0.2959347,-0.3826322,0.2862550,0.0875430,1.2165241,1.276,0.55090,1.185,20,1.02572,0.745620,0.655778,0.485117,1.536991,1.351794
sika-fib-anm-00040.dat,-0.4156274,0.5219624,-0.6221487,0.6384779,-0.5011649,0.5448757,0.3926915,3.4273592,1.322,0.90855,1.193,22,1.00599,1.275710,1.188297,0.933054,1.367241,1.273556
sika-fib-anm-00041.dat,-0.2573071,0.2542118,-0.2719893,0.2714158,-0.2918165,0.2870505,0.0559942,0.9053892,1.279,0.47466,1.151,14,1.02813,0.650091,0.572498,0.445976,1.457683,1.283697
sika-fib-anm-00042.dat,-0.3073703,0.4234000,-0.3686780,0.2912954,-0.3448732,0.4550751,0.1346783,1.5555183,1.224,0.63596,1.154,16,1.00374,0.869100,0.733933,0.662422,1.312003,1.107954
sika-fib-anm-00044.dat,-0.6156178,0.6528722,-0.8865242,0.9570485,-1.5781564,1.3251606,1.9864267,10.9221036,1.429,1.55964,1.591,16,1.04486,2.943401,1.795810,1.098169,2.680280,1.635276
sika-fib-anm-00046.dat,-0.2199767,0.2077091,-0.4549734,0.4455710,-0.3276279,0.4259727,0.0876645,1.4342339,1.503,0.55116,1.579,12,1.03585,0.954397,0.710851,0.372657,2.561060,1.907520
sika-fib-anm-00049.dat,-0.2638521,0.3053365,-0.3095091,0.3159722,-0.5269973,0.5416218,0.1260404,1.6281936,1.339,0.62207,1.507,24,0.99044,1.129903,0.655805,0.460903,2.451500,1.422871
sika-fib-anm-00050.dat,-0.4600415,0.4334426,-0.6152119,0.5770850,-0.8654392,0.9383725,0.5840741,4.5541490,1.348,1.03711,1.325,18,0.96150,1.916932,1.116610,0.954511,2.008286,1.169824
sika-fib-anm-00051.dat,-0.2290178,0.2346404,-0.2263122,0.2720045,-0.4002143,0.4210209,0.0603502,0.9947357,1.337,0.48666,1.391,14,1.01158,0.822249,0.586856,0.347453,2.366503,1.689021
sika-fib-anm-00052.dat,-0.6146033,0.7290204,-0.5713903,0.5654026,-0.9141858,1.2304991,0.9925263,6.5263838,1.356,1.23760,1.496,24,1.00063,2.147547,1.340412,1.110071,1.934604,1.207502
sika-fib-anm-00054.dat,-0.5813121,0.6786505,-0.5170939,0.4099953,-0.9166352,1.1422770,0.9529173,6.1048063,1.304,1.22092,1.427,22,0.99265,2.087723,1.292072,0.763527,2.734314,1.692242
sika-fib-anm-00055.dat,-0.3175254,0.2441075,-0.2644383,0.2736956,-0.5631083,0.5135280,0.1092608,1.4817666,1.341,0.59314,1.527,14,1.01015,1.118559,0.577559,0.482701,2.317292,1.196516
sika-fib-anm-00056.dat,-0.5048309,0.5197176,-0.4050383,0.3680512,-0.7247004,0.6619769,0.3617628,3.3197205,1.352,0.88405,1.238,28,1.04865,1.389695,1.085802,0.719242,1.932165,1.509647
sika-fib-anm-00057.dat,-0.2099089,0.2205089,-0.3259421,0.3325936,-0.4505401,0.5247640,0.0986112,1.3537066,1.311,0.57320,1.347,22,1.01353,0.981131,0.670867,0.428983,2.287110,1.563855
sika-fib-anm-00058.dat,-0.5071511,0.4806830,-0.4549641,0.4370667,-0.6092949,0.6256843,0.3876795,3.4703182,1.350,0.90467,1.174,26,0.99004,1.336448,1.000526,0.794008,1.683168,1.260096
sika-fib-anm-00060.dat,-0.3863730,0.4387822,-0.4541856,0.3872424,-0.7385240,0.6356176,0.2878122,2.7498572,1.304,0.81916,1.409,22,1.01837,1.439412,0.931308,0.562080,2.560865,1.656896
sika-fib-anm-00061.dat,-0.3705567,0.3250339,-0.2938006,0.3328633,-0.4343877,0.3753255,0.1296880,1.5972282,1.289,0.62801,1.134,24,1.03245,0.862968,0.795323,0.649742,1.328170,1.224060
sika-fib-anm-00062.dat,-0.3651632,0.2678134,-0.3856899,0.3234079,-0.5154702,0.5562468,0.1698955,1.8881372,1.273,0.68717,1.367,22,1.01764,1.192755,0.701589,0.565673,2.108559,1.240273
sika-fib-anm-00063.dat,-0.2808357,0.2742520,-0.4412279,0.4081522,-0.6357925,0.6135777,0.1600115,2.0614797,1.446,0.67357,1.531,16,1.01205,1.259285,0.825685,0.475008,2.651082,1.738255
sika-fib-anm-00064.dat,-0.4755921,0.4299436,-0.3280113,0.4207012,-0.4961984,0.5101791,0.2410907,2.4590329,1.313,0.77220,1.258,22,0.95492,1.154256,1.017098,0.553659,2.084776,1.837046
sika-fib-anm-00065.dat,-0.2835222,0.3695557,-0.3531361,0.4706971,-0.5517158,0.4414339,0.1935222,2.2476593,1.389,0.71765,1.256,12,0.98529,1.132775,0.838272,0.645846,1.753940,1.297944
sika-fib-anm-00066.dat,-0.2214202,0.2006399,-0.3902931,0.4258260,-0.3062953,0.3592378,0.0764276,1.1568542,1.328,0.52652,1.409,18,0.98109,0.825801,0.655787,0.358742,2.301936,1.828019
sika-fib-anm-00067.dat,-0.7510134,0.7457346,-0.6256357,0.6287837,-1.3039755,1.2064289,1.4944145,8.6934852,1.375,1.41848,1.475,20,0.97094,2.589707,1.402863,1.086784,2.382908,1.290838
sika-fib-anm-00068.dat,-0.5452107,0.5018501,-0.5914921,0.7297774,-1.0361053,1.0952298,0.9125217,6.2908340,1.383,1.20341,1.397,22,1.03469,2.169604,1.436155,1.003173,2.162743,1.431613
