"slag01.slg",3.0,"cement141 psd",2492.4,0.97,17.0,1.0,4307.085,2.35,1.25,5.059,0.0,"","slagone"
"slag02.slg",2.0,"cement141 psd",2000.0,0.97,17.0,1.0,4307.085,2.35,1.25,5.059,0.0,"","slagone"
