fine	MA106A-1-fine
fine	MA107-6-fine
fine	MA108A-7-fine
fine	MA113AB-2-fine
fine	MA114F-3-fine
fine	MA117A-4-fine
fine	MA118C-5-fine
fine	sika-flatt
coarse	AZ-coarse
coarse	GR-coarse
coarse	IN-coarse
coarse	LS-coarse
coarse	MA106B-4-coarse
coarse	MA108BD-6-coarse
coarse	MA111-7-coarse
coarse	MA114AE-2-coarse
coarse	MA117B-8-coarse
coarse	MA118AB-3-coarse
coarse	MA118DE-9-coarse
coarse	MA120A
coarse	MA120B
coarse	MA120C
coarse	MA120D
coarse	MA120E
coarse	MA120F
coarse	MA99BC-5-coarse
