MA111-7-coarse-anm-00067.dat            1.99        3.91       -2.15       0.281         7.9      -0.655       -0.36      -0.411        6.98       0.693       0.252       0.594       0.502        15.6        12.1        4.41        12.1        4.41       0.321       0.761       0.469       0.378       0.902
MA111-7-coarse-anm-00068.dat            2.57       -2.11      -0.543      -0.416        9.94      -0.272       -1.42    8.88e-17        6.65       0.736       0.258       0.642       0.466        19.9        10.2           8        9.77        7.43       0.533       0.881       0.658       0.551       0.917
MA111-7-coarse-anm-00069.dat            2.71         2.9       0.745       0.188        8.37       0.424       0.308      -0.721        6.24        0.79       0.325       0.726       0.536        16.4        14.1        5.72          14        5.88       0.389       0.826       0.532       0.456        0.93
MA111-7-coarse-anm-00070.dat             1.6       0.488       0.458      0.0846        4.74     -0.0575      -0.914       0.581        6.85       0.715       0.338       0.667       0.349        9.63        5.91        4.68        5.91        4.68        0.62       0.931       0.727       0.663       0.957
MA111-7-coarse-anm-00072.dat            2.54       0.413       -2.16      -0.716        10.4       0.112      -0.589       0.638        6.94        0.71       0.245       0.624       0.513        21.2          15        5.38          15        5.44       0.305       0.742       0.454       0.355        0.89
MA111-7-coarse-anm-00073.dat            2.38        1.31       -2.78       0.194        9.29      -0.467      -0.059      -0.648        6.83       0.718       0.256       0.632       0.505        16.8        14.7        5.55        14.7        5.55       0.354       0.795         0.5       0.419       0.919
MA111-7-coarse-anm-00075.dat            4.33       -1.37       -1.29        0.61        11.2       -0.38       0.807       -0.95        6.32       0.783       0.385        0.73       0.519        22.2        20.5        10.4        20.5        10.4       0.486       0.895       0.619       0.563       0.957
MA111-7-coarse-anm-00076.dat            3.36        3.76        2.07       0.542        11.5      -0.401       -1.24       0.825        6.55       0.739       0.293       0.658       0.454          23        12.3        8.39        12.3        8.39       0.499       0.874       0.629        0.53       0.921
MA111-7-coarse-anm-00077.dat            2.83        2.24      -0.574    1.41e-16        8.49      -0.276      -0.586      -0.471         6.4        0.77       0.334       0.701       0.484          17        13.3        6.97        13.3         7.1       0.474       0.884       0.608       0.543       0.948
MA111-7-coarse-anm-00078.dat               2      -0.152       -2.42      -0.153        6.53       0.101       0.527        0.34        6.62       0.737       0.306       0.671       0.469        12.5          11        4.67        10.9        4.73       0.404       0.839       0.547       0.474       0.935
MA111-7-coarse-anm-00079.dat            3.03       -2.71        1.07       0.945        9.12       0.405       -1.25      -0.518        6.43       0.771       0.333       0.699       0.494        17.9        13.4        6.85        13.4        6.85       0.442       0.862        0.58       0.507       0.938
MA111-7-coarse-anm-00080.dat            2.83      -0.122       0.115    1.03e-17        8.26     -0.0148       0.236        0.15        6.12       0.806       0.343       0.742       0.537          16        14.1        6.09        14.1        6.09       0.405       0.839       0.547       0.475       0.936
MA111-7-coarse-anm-00081.dat            4.05       -0.55      -0.218       0.152        8.63       0.837        1.01        0.25        5.75       0.857       0.469       0.831       0.473        17.3        13.9        9.99        13.9        9.79       0.632       0.952       0.736       0.699       0.976
MA111-7-coarse-anm-00082.dat               4       0.577       0.909    6.59e-17        8.05     -0.0592      -0.942       0.519        5.62       0.881       0.497       0.854       0.474        15.6        12.5        9.02        12.2        9.44       0.685       0.964       0.777       0.747       0.981
MA111-7-coarse-anm-00084.dat            2.12        3.02      -0.777      -0.196        8.58      -0.658    8.06e-17       0.701        7.02       0.684       0.247       0.589       0.478        17.3        13.2        5.31        13.2        5.31       0.351        0.79       0.497        0.41       0.912
MA111-7-coarse-anm-00085.dat            2.54       -5.85      -0.739       0.744        10.9       0.221      -0.208       -1.59        7.44       0.658       0.233       0.544       0.487        21.8        13.5        5.35        13.5        5.35       0.312       0.745        0.46       0.354        0.88
MA111-7-coarse-anm-00086.dat            4.52       -3.37      -0.864      -0.439        11.9       0.211        1.11        1.36         6.3       0.783       0.378       0.721       0.507        23.9        17.1        11.7          17        11.5       0.572       0.926       0.689       0.634       0.961
MA111-7-coarse-anm-00087.dat            3.38       -2.04      -0.525       0.267        10.6        0.17       0.889       0.849        6.38       0.783       0.319       0.713       0.464        21.3        11.5        8.78        11.5        8.78       0.561         0.9        0.68       0.591       0.935
MA111-7-coarse-anm-00088.dat            3.07        2.57       0.324    1.58e-16        9.13      -0.912        1.94    1.31e-16         6.5       0.733       0.336       0.672       0.459        18.2        11.6        9.39        11.6        9.39       0.645        0.94       0.747        0.69       0.963
MA111-7-coarse-anm-00089.dat            3.27       -1.77       -1.66       0.307        9.16       0.881        1.39       0.774        6.23       0.779       0.357        0.72       0.475        18.4        12.9         7.2        12.6        6.82       0.447       0.862       0.584       0.505       0.933
MA111-7-coarse-anm-00090.dat            3.71      -0.774      -0.306       0.688        8.64       0.716       0.283      0.0484        6.11       0.802       0.429       0.761       0.473          17        13.9        9.22        13.9        9.22         0.6       0.942       0.711        0.67       0.973
MA111-7-coarse-anm-00091.dat            3.46       0.109       -1.74       -0.69        10.6      -0.391         1.2    7.76e-17        6.55       0.756       0.326       0.681        0.49        21.4        14.2         7.7        14.1        7.68       0.442       0.857        0.58       0.497       0.929
MA111-7-coarse-anm-00092.dat            3.08      0.0614       0.977      -0.919        7.82     -0.0679       -1.08        1.15        6.24       0.797       0.394       0.747       0.496        15.6        11.1         8.3        11.1        8.09       0.615        0.94       0.723       0.674       0.968
