MA111-7-coarse-anm-00037.dat            5.94       -1.26       -2.68       0.566        12.4       0.411       0.299      0.0642        5.89       0.838        0.48       0.804       0.475        24.1        22.2        15.4        22.2        15.4       0.668       0.965       0.764       0.738       0.984
MA111-7-coarse-anm-00038.dat            3.01       -1.97      -0.249    1.22e-16        12.6        2.04       0.258        0.26        6.89        0.72       0.238       0.591       0.403        25.3        9.45        8.37        9.45        8.37       0.541       0.849       0.664       0.512       0.877
MA111-7-coarse-anm-00039.dat            4.05       -6.06       -1.56       0.394        12.8       0.671     -0.0848      -0.318         6.2       0.802       0.316       0.723       0.483        25.6        13.5        10.5        13.4        10.8       0.583       0.904       0.698       0.606       0.935
MA111-7-coarse-anm-00040.dat            5.62      -0.748    9.16e-17       0.411        12.5       0.385        2.02      -0.667        5.94       0.831       0.449       0.798       0.468        24.9        17.4        14.8          17        15.1       0.736       0.964       0.815       0.778       0.978
MA111-7-coarse-anm-00041.dat            6.29       -3.18       0.402      -0.202        13.9       0.818        1.29      -0.496        5.86       0.841       0.451       0.799       0.501        27.9        19.6        16.4        19.6        16.4       0.701        0.96       0.789       0.751       0.977
MA111-7-coarse-anm-00042.dat             5.3        2.05       -4.35      -0.302        14.2      -0.163         0.5      -0.957        6.04       0.815       0.372       0.764       0.531          28        22.4        11.4        22.2        11.4       0.456       0.873       0.592       0.525       0.945
MA111-7-coarse-anm-00043.dat            3.16        2.46        0.31      -0.313          12      -0.332       0.522      -0.245         6.7       0.731       0.264        0.65       0.511        24.1        15.5        7.02        15.5        6.86       0.355       0.789       0.502       0.404       0.901
MA111-7-coarse-anm-00044.dat            6.01        2.35       0.929      -0.999        13.8       0.584       0.424       0.138        5.88       0.845       0.436       0.813       0.494        27.7        23.6        13.4        23.5        13.4       0.527       0.914       0.652       0.601       0.963
MA111-7-coarse-anm-00045.dat            5.53      -0.932        1.13       0.092        10.1       0.175      -0.212       -1.44        5.64       0.872       0.551       0.851         0.5          20        17.6        16.4        17.6        16.2       0.867       0.994       0.909       0.903       0.997
MA111-7-coarse-anm-00046.dat            4.58        3.05       -1.21      -0.414          13      -0.499        1.54     9.9e-17        6.15       0.803       0.353       0.751       0.495          26        15.4        12.5        15.4        12.5       0.626       0.929       0.732       0.664       0.955
MA111-7-coarse-anm-00047.dat            1.28       0.393      0.0497       0.102        4.08     -0.0334       0.175      -0.934        6.91       0.711       0.313       0.659       0.356        8.16        4.65        3.83        4.65        3.83       0.622       0.924       0.729       0.654        0.95
MA111-7-coarse-anm-00048.dat             4.5         4.1       0.518       0.522        13.5       0.627       -1.93       0.659        6.05       0.802       0.334       0.739       0.536        26.5        19.9        9.89        19.9        9.89       0.431       0.855        0.57       0.495       0.935
MA111-7-coarse-anm-00049.dat            6.28       0.793       0.436       0.057        13.3      -0.861       0.809      -0.149        5.96       0.817       0.472       0.793       0.437          26        23.1        17.9        23.1        18.1       0.739       0.979       0.817         0.8        0.99
MA111-7-coarse-anm-00050.dat            5.93       0.222       -1.16       0.978        11.6       0.619         1.9       -1.45        5.61        0.88       0.512       0.853       0.508        22.6        17.5        15.5        15.8          16       0.849       0.978       0.897       0.871       0.987
MA111-7-coarse-anm-00051.dat            4.51        1.87        1.03    1.31e-16        13.4       -0.19      -0.994        1.39        6.67       0.732       0.337       0.681       0.458        27.2          16        13.2        15.9        14.7       0.707       0.944       0.794       0.732       0.963
MA111-7-coarse-anm-00052.dat            5.29       -0.85        1.81       0.791        13.5       -0.18       -2.85      -0.734        6.37       0.777       0.391       0.728       0.473        26.4          19        14.7        18.9        14.9       0.668       0.955       0.764       0.723       0.975
MA111-7-coarse-anm-00053.dat            4.42         1.1      -0.139        1.34        10.3      -0.589        1.25        -1.9        6.17       0.802       0.428       0.761       0.473        20.6        15.3        11.1        15.3        11.1       0.625       0.946       0.731       0.688       0.972
MA111-7-coarse-anm-00054.dat            2.74       0.578       -1.78      -0.236        8.47      -0.405       0.861       0.604        6.54       0.752       0.324       0.689        0.46          17          13         6.5          13         6.5       0.438        0.86       0.576       0.503       0.938
MA111-7-coarse-anm-00055.dat             4.8       0.228         1.2      -0.154        10.8       -0.54       0.652        1.16        5.89       0.841       0.446       0.797       0.463        21.4          17        10.9          17        10.9       0.569        0.93       0.687       0.639       0.967
MA111-7-coarse-anm-00056.dat            3.72        -2.1       -1.53       0.329        9.31       0.966        1.17         0.6        6.07       0.818       0.399       0.777       0.427        18.5        11.7        9.57        11.7        9.45       0.642       0.939       0.744       0.686       0.963
MA111-7-coarse-anm-00057.dat            2.82        1.71      -0.438      -0.452        11.3       0.525           0    3.22e-17        6.93       0.714       0.248       0.623       0.486        22.8          12        6.77          12        6.77       0.409       0.822       0.551        0.44       0.896
MA111-7-coarse-anm-00058.dat            2.28        1.46       0.577       0.198        10.6      0.0396        0.63      -0.297        7.15       0.679       0.216       0.588       0.495        21.3        13.1        5.59        12.9        5.65       0.342       0.775       0.489       0.384        0.89
