cement152-anm-00587.dat            5.84       -2.63      -0.332        1.05        16.9      -0.545       -1.68       -1.12           6       0.815       0.344       0.761       0.459        34.2        22.8        13.9        22.8        13.9       0.498        0.89       0.628       0.555       0.943
cement152-anm-00589.dat            7.57        7.67       0.968       0.486        24.8       -2.25    2.76e-16        1.43        6.13       0.797       0.305       0.733       0.536          50        32.6        16.5        32.3        16.7       0.415       0.838       0.556       0.467        0.92
cement152-anm-00591.dat            5.05        2.84       0.359       -0.18        11.1      0.0429       0.682       -1.73        5.78        0.84       0.454       0.808       0.409        21.3        16.8        12.7        16.8        12.7       0.671       0.961       0.766       0.734        0.98
cement152-anm-00592.dat            5.04      -0.758        -0.3       0.155        7.98       0.463       -0.56         0.4        5.64       0.883       0.632       0.876       0.304        15.7          13        12.4        12.8          13       0.916       0.993       0.943       0.935       0.996
cement152-anm-00595.dat            8.09       -8.71        2.24       -2.92        24.6       0.496       -1.53        1.33        6.42       0.756       0.328       0.671       0.496          49        27.8        21.5        26.9        18.5        0.51       0.882       0.639       0.545       0.926
cement152-anm-00598.dat             7.1       -9.77        2.51       0.635        21.4       -1.02    1.25e-16       -2.57        6.31       0.776       0.332       0.698       0.561        42.4        35.5        15.4        35.5        15.2       0.392       0.828       0.536       0.459        0.93
cement152-anm-00600.dat            6.94       -2.11       -1.53     1.6e-16        14.6      -0.918        1.45        1.61        5.74        0.86       0.476       0.832       0.437        28.7        23.4        18.3        23.4        18.3       0.705        0.97       0.792       0.767       0.985
cement152-anm-00603.dat            6.08       -6.12        1.57       -2.05        21.9       0.263        4.19        2.66        6.66       0.719       0.277       0.637       0.508          44        29.9        14.6        29.9        14.8       0.407       0.834        0.55       0.464       0.922
cement152-anm-00604.dat            4.72       -8.51    1.04e-15        1.08          15       0.284       -1.49       -1.42        6.38       0.763       0.314       0.674       0.439        29.9        17.6        11.9        17.6          12       0.524       0.893        0.65       0.567       0.937
cement152-anm-00605.dat            7.07         1.8       -2.18       -1.56        17.7      -0.964        2.97       0.595         6.2       0.787       0.399       0.742       0.428        35.2        24.5        19.9          24        20.1       0.689       0.956        0.78       0.737       0.974
cement152-anm-00606.dat            5.75        1.87        3.97       0.837        14.9      0.0633       -1.01       -1.39        6.33       0.768       0.385       0.712       0.466        29.1        25.7        15.5        25.7        15.5       0.566       0.932       0.685       0.642       0.971
cement152-anm-00607.dat            6.06        3.65        1.45       -1.85        17.6      -0.216        1.13        2.45        6.16       0.798       0.344       0.738        0.49        35.7        25.7        14.9        25.4        15.6       0.517       0.903       0.644        0.58       0.952
cement152-anm-00608.dat            3.93       -6.88        2.72      -0.935          14        2.27        2.13       -1.71        6.59        0.73        0.28        0.64       0.441        28.2        17.1        9.14        16.9        8.96        0.41       0.831       0.552       0.456       0.911
cement152-anm-00610.dat            3.33       -2.68        1.95      -0.418        12.7        2.08           0       0.675        7.24       0.677       0.263       0.601       0.431        25.6        19.3        8.31        19.3        8.31       0.374       0.811       0.519       0.434       0.919
cement152-anm-00615.dat            4.48        1.57      -0.404       0.102        9.44        0.15       0.463       0.767        5.91       0.822       0.475       0.797       0.358        18.3        15.9        12.4        15.8        12.3       0.723       0.976       0.806       0.785       0.988
cement152-anm-00617.dat            7.29      -0.933        2.87        0.19        15.3      -0.409      -0.644       -2.35        5.69       0.862       0.476        0.83       0.477        30.5        26.7        17.9        26.6        17.3       0.609       0.948       0.719       0.683       0.976
cement152-anm-00619.dat            6.31      -0.429       -2.25      -0.906          19       -1.82       -1.32        1.86        6.25        0.78       0.333       0.716       0.491        37.7        32.9          14        32.9        13.9       0.395       0.831       0.538       0.464       0.932
cement152-anm-00622.dat            5.38        7.88           0       0.995        18.8       -2.31       -3.64       0.821        7.04       0.683       0.286       0.589       0.431          38        25.7        13.5        25.7        13.5       0.431       0.851       0.571       0.488       0.928
cement152-anm-00624.dat            5.35       -1.03      -0.409      -0.705        15.3      -0.184        2.92    1.79e-16        6.34       0.779       0.349       0.726       0.426        30.4        17.2        14.6        17.2        14.6       0.636       0.927        0.74       0.666       0.951
